OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/06/2024,01:00,13579.11,1742.23,6251.78,1350.48,14443.03,3856.43,8060.80,1237.86,50521.73,N
09/06/2024,02:00,13164.91,1669.31,6197.61,1251.23,13504.88,3835.69,7676.36,1239.66,48539.63,N
09/06/2024,03:00,12913.65,1615.85,6350.04,1287.64,12939.72,3775.41,7368.91,1198.69,47449.92,N
09/06/2024,04:00,12823.76,1592.87,6409.48,1416.00,12625.79,3754.17,7203.52,1178.14,47003.73,N
09/06/2024,05:00,13015.07,1601.84,6617.98,1423.53,12634.32,3715.16,7210.98,1126.50,47345.37,N
09/06/2024,06:00,13399.87,1664.34,6884.07,1466.66,12959.88,3719.03,7416.72,1129.44,48640.00,N
09/06/2024,07:00,13870.20,1746.00,6956.81,1537.89,13787.07,3770.42,7863.05,1170.67,50702.11,N
09/06/2024,08:00,14036.53,1811.29,7032.90,1564.35,14082.70,3801.38,8048.15,1152.29,51529.60,N
09/06/2024,09:00,14228.91,1702.89,7057.96,1602.09,14761.44,3871.58,8400.50,1099.75,52725.12,N
09/06/2024,10:00,14658.61,1824.19,7215.39,1642.34,15819.57,4138.76,8812.33,1252.16,55363.34,N
09/06/2024,11:00,15096.79,1958.74,7331.28,1719.45,16841.36,4358.79,9014.72,1317.38,57638.51,N
09/06/2024,12:00,15364.92,2050.67,7066.35,1915.26,18100.01,4580.80,9453.31,1412.31,59943.63,N
09/06/2024,13:00,15801.25,2156.91,7009.53,1943.18,19032.51,4724.70,9919.42,1492.71,62080.20,N
09/06/2024,14:00,16144.30,2185.99,7141.74,1950.80,19882.52,4840.88,10411.64,1477.48,64035.35,N
09/06/2024,15:00,16450.10,2242.03,7066.48,2003.30,20562.91,5031.90,10864.50,1531.60,65752.81,N
09/06/2024,16:00,16435.79,2212.99,6554.39,1901.24,20704.84,5078.00,11201.47,1556.47,65645.18,N
09/06/2024,17:00,16343.56,2249.53,6357.82,1876.98,19895.21,5082.21,11455.17,1631.62,64892.09,N
09/06/2024,18:00,16170.10,2284.13,6502.19,1900.21,19299.18,5127.41,11578.37,1597.48,64459.07,N
09/06/2024,19:00,15835.30,2210.08,6806.47,1984.06,18759.16,5030.48,11450.12,1545.80,63621.47,N
09/06/2024,20:00,15410.59,2083.00,6795.49,1905.48,17963.05,4901.31,11055.79,1549.83,61664.55,N
09/06/2024,21:00,15166.74,2021.53,6703.82,1823.33,17495.65,4780.25,10634.16,1506.68,60132.15,N
09/06/2024,22:00,14743.46,1908.34,6760.46,1772.91,16774.00,4686.65,10162.79,1408.99,58217.60,N
09/06/2024,23:00,14126.47,1787.94,6641.58,1626.21,15776.51,4478.20,9538.34,1331.79,55307.05,N
09/06/2024,24:00,13460.71,1675.47,6544.93,1433.38,14822.69,4309.01,8889.29,1295.59,52431.08,N
