OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/10/2024,01:00,13560.50,1516.16,6968.07,1469.54,11449.93,3941.59,7295.49,1190.72,47392.01,N
09/10/2024,02:00,12972.40,1452.29,6878.85,1405.66,10737.89,3796.59,6901.54,1112.38,45257.60,N
09/10/2024,03:00,12446.44,1325.16,6915.22,1354.54,10272.04,3641.70,6656.21,1082.67,43693.98,N
09/10/2024,04:00,12131.29,1307.08,6870.44,1335.33,9931.10,3641.20,6361.53,1079.92,42657.87,N
09/10/2024,05:00,12128.82,1341.21,6843.24,1328.21,10032.68,3636.04,6365.89,1095.59,42771.68,N
09/10/2024,06:00,12426.26,1419.92,6689.60,1364.66,10471.68,3822.78,6559.89,1152.60,43907.38,N
09/10/2024,07:00,12889.82,1515.71,6780.88,1421.88,11356.33,4007.71,6957.53,1215.88,46145.73,N
09/10/2024,08:00,13023.12,1526.10,6820.82,1454.20,11715.38,3869.73,7120.33,1231.18,46760.86,N
09/10/2024,09:00,13337.21,1519.92,7025.92,1480.54,12240.91,3877.46,7300.67,1163.05,47945.68,N
09/10/2024,10:00,13892.07,1667.50,7269.50,1597.25,12936.42,4005.88,7647.04,1225.17,50240.84,N
09/10/2024,11:00,14311.55,1822.51,6905.82,1584.13,13412.36,4097.20,8092.09,1266.53,51492.19,N
09/10/2024,12:00,15137.31,1983.49,6890.12,1631.66,14207.06,4205.64,8678.61,1385.85,54119.73,N
09/10/2024,13:00,16077.50,2181.76,7018.44,1711.07,15011.68,4354.51,9289.49,1414.40,57058.85,N
09/10/2024,14:00,16629.82,2168.14,7086.62,1811.93,16194.14,4567.96,9963.12,1479.41,59901.13,N
09/10/2024,15:00,16819.81,2255.86,7132.43,1905.18,17384.34,4733.58,10603.36,1540.37,62374.92,N
09/10/2024,16:00,16950.37,2260.83,7162.10,1982.26,18566.56,4895.82,11161.54,1600.45,64579.92,N
09/10/2024,17:00,17044.07,2410.74,7184.43,2041.83,19535.81,5048.72,11628.94,1681.95,66576.50,N
09/10/2024,18:00,16955.36,2347.88,7166.78,1846.14,20056.63,5082.75,11665.15,1692.82,66813.51,N
09/10/2024,19:00,16611.38,2362.75,7021.02,1995.53,19714.97,4945.13,11473.19,1647.35,65771.32,N
09/10/2024,20:00,16310.15,2311.79,6530.25,1751.21,18742.69,4763.70,11222.43,1573.83,63206.05,N
09/10/2024,21:00,16014.12,2253.81,6464.63,1677.82,17887.94,4687.69,10975.06,1512.00,61473.06,N
09/10/2024,22:00,15549.48,2105.42,6623.84,1590.90,17053.79,4538.62,10549.25,1417.90,59429.20,N
09/10/2024,23:00,14855.10,1929.61,6601.89,1478.50,15772.39,4299.91,9925.03,1307.90,56170.32,N
09/10/2024,24:00,14095.81,1811.31,6748.05,1438.18,14421.27,3977.86,9301.55,1239.03,53033.05,N
