OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/07/2024,01:00,11235.77,1783.67,7510.48,1576.39,12943.92,3414.94,7211.68,1367.43,47044.28,N
12/07/2024,02:00,11021.89,1694.33,7419.92,1559.05,12720.24,3255.05,7056.44,1351.35,46078.28,N
12/07/2024,03:00,10727.07,1666.30,7406.48,1560.05,12642.91,3266.14,7075.58,1336.34,45680.87,N
12/07/2024,04:00,10636.01,1688.13,7478.57,1734.17,12662.51,3258.55,6877.32,1364.24,45699.50,N
12/07/2024,05:00,10809.51,1657.07,7545.36,1551.49,12795.29,3304.10,6898.53,1347.10,45908.45,N
12/07/2024,06:00,10931.96,1676.03,7411.24,1566.09,12978.75,3341.21,7110.95,1369.60,46385.83,N
12/07/2024,07:00,11232.04,1746.30,7574.79,1613.08,13439.42,3453.63,7426.57,1409.75,47895.58,N
12/07/2024,08:00,11580.41,1835.35,7592.15,1620.52,14097.87,3391.83,7870.12,1479.94,49468.18,N
12/07/2024,09:00,11914.76,1863.38,7554.46,1647.45,14692.30,3642.27,8284.22,1547.52,51146.37,N
12/07/2024,10:00,12356.81,1923.07,7563.31,1714.01,15073.62,3861.30,8661.71,1646.45,52800.28,N
12/07/2024,11:00,12598.35,1897.66,7707.87,1796.34,15352.11,3827.22,8898.26,1672.50,53750.31,N
12/07/2024,12:00,12599.52,1878.32,7861.84,1701.52,15154.73,3807.27,8939.70,1682.56,53625.47,N
12/07/2024,13:00,12650.50,1813.68,8025.39,1665.78,15050.44,3771.46,8926.71,1687.82,53591.78,N
12/07/2024,14:00,12535.60,1804.59,7835.38,1665.61,14947.05,3764.04,8852.34,1533.45,52938.07,N
12/07/2024,15:00,12348.74,1803.67,7799.44,1731.61,15005.58,3678.76,8786.25,1365.09,52519.15,N
12/07/2024,16:00,12224.44,1823.53,7720.68,1687.95,15316.04,3599.74,8771.97,1357.61,52501.97,N
12/07/2024,17:00,12161.44,1877.00,7636.64,1647.11,15235.29,3658.47,8772.72,1355.45,52344.12,N
12/07/2024,18:00,12471.32,1950.78,7395.29,1646.86,15639.75,3662.08,8954.80,1504.32,53225.20,N
12/07/2024,19:00,12519.59,1933.12,7315.49,1633.76,15645.29,3760.74,8967.73,1493.63,53269.34,N
12/07/2024,20:00,12409.35,1928.23,7356.45,1675.02,15381.78,3703.43,8827.00,1456.35,52737.60,N
12/07/2024,21:00,12248.98,1879.13,7503.84,1719.74,15124.27,3668.77,8630.97,1416.00,52191.69,N
12/07/2024,22:00,12013.13,1832.00,7578.35,1696.89,14753.71,3628.83,8383.12,1357.17,51243.20,N
12/07/2024,23:00,11651.70,1812.40,7485.03,1653.97,14162.71,3551.49,8077.29,1307.09,49701.67,N
12/07/2024,24:00,11283.70,1741.86,7384.75,1604.96,13568.78,3403.63,7665.53,1267.26,47920.46,N
