OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/21/2024,01:00,11056.14,1649.71,7812.65,1813.40,13634.65,3229.46,6911.76,1051.09,47158.84,N
12/21/2024,02:00,10936.69,1673.64,7956.13,1929.30,13748.70,3145.45,6873.16,968.59,47231.67,N
12/21/2024,03:00,10894.21,1703.97,7890.41,1911.36,13719.15,3074.89,6834.63,1038.60,47067.22,N
12/21/2024,04:00,11178.24,1795.39,7813.72,1827.53,14208.42,2894.42,6953.86,1041.00,47712.58,N
12/21/2024,05:00,10899.26,1790.24,7609.11,1857.83,14299.25,2852.63,7035.98,1046.26,47390.56,N
12/21/2024,06:00,11102.93,1879.75,7531.48,1872.23,14822.77,2963.56,7215.09,1069.15,48456.96,N
12/21/2024,07:00,11522.20,1970.21,7503.29,1899.15,15561.88,2994.61,7654.33,1157.38,50263.06,N
12/21/2024,08:00,11846.21,2086.70,7535.91,1956.00,16333.25,3126.88,8106.90,1251.64,52243.48,N
12/21/2024,09:00,12161.17,2117.89,7542.24,1951.44,16695.24,3529.33,8375.18,1316.59,53689.07,N
12/21/2024,10:00,12340.44,1928.47,7793.83,1976.12,16260.23,3493.49,7981.17,1411.37,53185.11,N
12/21/2024,11:00,12218.08,1747.28,7894.07,1870.06,15397.46,3456.76,7560.06,1273.70,51417.47,N
12/21/2024,12:00,12000.40,1605.13,7816.77,1797.79,14570.27,3490.54,7285.27,1230.63,49796.80,N
12/21/2024,13:00,11666.81,1490.44,7702.76,1756.77,13750.95,3371.47,6876.66,1129.84,47745.70,N
12/21/2024,14:00,11584.81,1392.66,7703.49,1724.34,13147.85,3414.84,6724.88,1072.79,46765.67,N
12/21/2024,15:00,11526.25,1301.05,7747.67,1700.95,12906.69,3489.85,6805.02,1087.68,46565.17,N
12/21/2024,16:00,11458.43,1336.98,7677.81,1731.73,12672.59,3504.02,6697.49,1101.80,46180.86,N
12/21/2024,17:00,11353.89,1442.63,7525.52,1852.97,12557.59,3469.12,6868.97,1092.85,46163.55,N
12/21/2024,18:00,11759.89,1606.10,7144.48,1676.51,13244.65,3402.05,7157.63,1132.73,47124.03,N
12/21/2024,19:00,12162.73,1711.76,7287.22,1759.62,13806.95,3529.76,7458.79,1125.04,48841.88,N
12/21/2024,20:00,12197.99,1762.20,7534.08,1790.76,14056.47,3591.93,7465.56,1020.70,49419.70,N
12/21/2024,21:00,12233.56,1790.83,7477.92,1839.60,14129.12,3711.60,7488.77,993.00,49664.41,N
12/21/2024,22:00,12153.42,1806.60,7386.36,1820.78,14160.10,3597.72,7424.91,1040.79,49390.68,N
12/21/2024,23:00,11965.98,1777.12,7301.23,1801.86,13756.29,3401.34,7279.97,1016.67,48300.48,N
12/21/2024,24:00,11719.00,1755.81,7282.00,1779.68,13410.07,3228.72,7056.36,1033.14,47264.78,N
