OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
12/14/2024,01:00,11065.33,1437.99,7553.28,1524.39,11649.93,3225.01,6461.42,1025.94,43943.29,N
12/14/2024,02:00,10619.47,1386.11,7407.65,1583.70,11214.78,3223.71,6197.47,1051.72,42684.61,N
12/14/2024,03:00,10353.20,1388.86,7424.95,1518.35,10776.52,3098.98,5954.75,1084.65,41600.26,N
12/14/2024,04:00,10273.97,1343.03,7431.41,1496.19,10576.96,2958.30,5821.29,1008.02,40909.18,N
12/14/2024,05:00,10260.09,1375.58,7455.03,1477.72,10577.54,2977.46,5812.07,1038.58,40974.07,N
12/14/2024,06:00,10403.50,1328.74,7389.41,1498.21,10787.09,2882.43,5885.30,1103.96,41278.65,N
12/14/2024,07:00,10715.70,1445.13,7430.35,1520.54,11067.48,2947.29,6287.79,1155.25,42569.53,N
12/14/2024,08:00,10882.71,1417.31,7195.61,1458.13,11511.18,2999.26,6373.50,1209.65,43047.36,N
12/14/2024,09:00,11286.94,1478.32,7395.88,1575.49,11957.81,3098.23,6648.79,1214.65,44656.10,N
12/14/2024,10:00,11720.64,1492.06,7635.30,1641.47,12255.25,3335.54,6909.58,1313.13,46302.97,N
12/14/2024,11:00,12086.43,1514.12,7597.07,1606.38,12355.98,3585.89,7099.87,1313.99,47159.74,N
12/14/2024,12:00,12539.76,1450.99,7659.32,1572.21,12392.75,3800.02,7232.14,1318.56,47965.74,N
12/14/2024,13:00,12681.29,1373.74,7962.31,1554.93,12419.36,3849.86,7404.15,1251.35,48496.99,N
12/14/2024,14:00,12649.26,1379.27,8161.08,1596.40,12537.33,3842.59,7363.14,1192.09,48721.16,N
12/14/2024,15:00,12637.85,1392.62,7847.10,1581.19,12483.12,3864.36,7481.85,1161.77,48449.85,N
12/14/2024,16:00,12697.24,1494.46,7489.58,1558.01,12541.36,3790.48,7584.60,1129.10,48284.82,N
12/14/2024,17:00,12641.36,1442.82,7357.51,1523.58,12425.31,3763.09,7638.71,1184.92,47977.30,N
12/14/2024,18:00,12763.76,1521.44,6884.51,1368.39,12516.20,3739.94,7690.07,1231.24,47715.54,N
12/14/2024,19:00,12860.24,1550.75,7047.35,1484.70,12803.14,3782.91,7859.29,1333.91,48722.29,N
12/14/2024,20:00,12716.56,1539.49,7264.40,1531.07,12642.42,3737.56,7756.93,1341.98,48530.41,N
12/14/2024,21:00,12581.68,1507.57,7504.37,1746.47,12638.36,3684.88,7683.62,1238.06,48585.02,N
12/14/2024,22:00,12412.64,1465.15,7552.77,1710.53,12309.29,3632.98,7426.85,1188.21,47698.41,N
12/14/2024,23:00,12116.44,1420.84,7420.14,1705.35,12049.25,3576.31,7204.99,1112.41,46605.71,N
12/14/2024,24:00,11728.10,1361.92,7414.08,1670.04,11711.90,3463.67,6935.50,1036.38,45321.59,N
