DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE,WGRPP_SYSTEM_WIDE,GEN_PANHANDLE,COP_HSL_PANHANDLE,STWPF_PANHANDLE,WGRPP_PANHANDLE,GEN_COASTAL,COP_HSL_COASTAL,STWPF_COASTAL,WGRPP_COASTAL,GEN_SOUTH,COP_HSL_SOUTH,STWPF_SOUTH,WGRPP_SOUTH,GEN_WEST,COP_HSL_WEST,STWPF_WEST,WGRPP_WEST,GEN_NORTH,COP_HSL_NORTH,STWPF_NORTH,WGRPP_NORTH,SYSTEM_WIDE_HSL,DSTFlag
04/17/2025,01,,21246.1,22942.8,16085.5,,2097.9,2261.9,1434.6,,1868.3,2438.2,1482.4,,2028.1,2255.5,1574,,13078.9,13770,9907,,2172.9,2217.2,1687.5,,N
04/17/2025,02,,20754.7,22399.5,15549.7,,2021.4,2184.8,1358.2,,1771.4,2302.1,1346.6,,1956.2,2174.5,1493.9,,12839,13527.5,9668.9,,2166.7,2210.6,1682.1,,N
04/17/2025,03,,19675.3,21220.4,14520.3,,1925.5,2077,1268.7,,1703.9,2204.3,1269.7,,1867.6,2064.2,1398.1,,12101.5,12756.9,8982.2,,2076.8,2118,1601.6,,N
04/17/2025,04,,18678,20151.7,13604.9,,1818.9,1980.1,1189.9,,1637.2,2106.9,1193.2,,1774.8,1951.2,1300.7,,11462,12089.6,8401.4,,1985.1,2023.9,1519.7,,N
04/17/2025,05,,17665.2,19055.9,12728.1,,1730.5,1887.9,1123.9,,1568.8,2009.3,1126.6,,1678.3,1838.1,1209.5,,10800.7,11397.1,7830.9,,1886.9,1923.5,1437.2,,N
04/17/2025,06,,16627.3,17929.8,11794.2,,1648.3,1808.1,1067.4,,1496.5,1909.5,1053.3,,1592.1,1726.1,1115.9,,10113.3,10674.4,7217.4,,1777.1,1811.7,1340.2,,N
04/17/2025,07,,15635.1,16855.5,10869.7,,1569.5,1731.5,1008.4,,1420.3,1805,970.4,,1499.5,1611.3,1016.3,,9467.5,9996.8,6622.1,,1678.3,1710.9,1252.5,,N
04/17/2025,08,,14584.6,15662.4,9922.5,,1461.4,1616,922.9,,1403.7,1781.2,979.9,,1422.8,1519.5,948.5,,8746.5,9164.9,5929.9,,1550.2,1580.8,1141.3,,N
04/17/2025,09,,13393.9,14406.9,8984.2,,1333.3,1468.4,812,,1458.2,1854.3,1095.9,,1361.8,1452.1,912.3,,7851.8,8214.7,5162.7,,1388.8,1417.4,1001.3,,N
04/17/2025,10,,12407.1,13268.8,8202.8,,1273.2,1332.1,718.5,,1508.7,1924.8,1216.1,,1299.7,1383.6,878.9,,7084.4,7360.8,4511,,1241.1,1267.5,878.3,,N
04/17/2025,11,,11310.8,12130.7,7423.7,,1152.6,1200.3,630.5,,1537,1966.2,1307.6,,1219.1,1292.7,823.5,,6302.5,6548.1,3900.4,,1099.6,1123.4,761.7,,N
04/17/2025,12,,10208.9,10952.7,6676.6,,1037.9,1064.1,546,,1538.7,1969.7,1371.7,,1119.5,1176,749.8,,5554.4,5763.8,3359.1,,958.4,979.1,650,,N
04/17/2025,13,,9041.9,9712.9,5882.6,,913.2,917.3,453.5,,1534.5,1966.1,1429.9,,1010.6,1055.2,673.5,,4782.9,4956.4,2802.9,,800.7,817.9,522.8,,N
04/17/2025,14,,8472.8,9142.1,5537.2,,844.2,844.2,408.1,,1591.9,2050.5,1545.1,,968.4,1006.9,647.3,,4372.5,4529.5,2504,,695.8,711,432.7,,N
04/17/2025,15,,8577.9,9310.8,5632.7,,867.1,867.1,421.5,,1717.8,2237.4,1722.4,,1014.1,1057.7,690.9,,4295.9,4449,2382.2,,683,699.6,415.7,,N
04/17/2025,16,,8677,9483.1,5735.3,,888.4,888.4,434.7,,1843.6,2429,1904.2,,1054,1103.6,729.4,,4225.6,4379.8,2273.7,,665.4,682.3,393.3,,N
04/17/2025,17,,7401.8,9800,5942.4,,921,921,453.7,,1961.8,2604,2063.5,,902.1,1179.8,794.4,,3154.7,4411.4,2244.3,,462.2,683.8,386.5,,N
