OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/21/2024,01:00,17051.36,2161.06,7249.99,1947.05,19404.91,4681.34,10699.12,1499.95,64694.77,N
08/21/2024,02:00,16210.26,2132.06,7162.10,1845.59,18169.04,4425.13,10190.38,1411.78,61546.35,N
08/21/2024,03:00,15547.26,2095.77,7319.01,1844.11,17085.01,4307.93,9688.45,1311.53,59199.07,N
08/21/2024,04:00,15151.01,2010.02,7218.92,1714.26,16361.00,4270.95,9211.91,1284.76,57222.83,N
08/21/2024,05:00,15064.17,1943.70,7103.69,1672.87,16102.57,4193.51,9091.23,1307.97,56479.71,N
08/21/2024,06:00,15163.92,1911.28,6986.41,1677.37,16174.81,4207.07,9065.19,1319.45,56505.50,N
08/21/2024,07:00,15471.06,1966.44,6928.58,1731.64,16496.57,4287.67,9085.20,1382.23,57349.40,N
08/21/2024,08:00,15480.26,1954.92,6948.79,1740.06,16431.76,4177.00,9123.94,1392.98,57249.72,N
08/21/2024,09:00,16360.31,2063.65,7481.39,1826.34,17075.94,4423.05,9558.96,1443.53,60233.16,N
08/21/2024,10:00,17418.02,2093.45,7726.53,1876.98,17770.39,4624.89,10280.58,1618.18,63409.03,N
08/21/2024,11:00,18633.08,2288.36,7594.48,1966.04,18912.39,5012.02,11313.11,1808.47,67527.93,N
08/21/2024,12:00,19839.59,2442.41,7437.05,2090.87,20167.41,5441.21,12472.97,1933.27,71824.79,N
08/21/2024,13:00,21060.97,2562.90,7380.29,2198.59,21658.72,5859.76,13579.38,2039.89,76340.51,N
08/21/2024,14:00,21966.42,2738.48,7449.95,2357.83,23132.56,6192.83,14510.31,2158.77,80507.16,N
08/21/2024,15:00,22594.93,2920.03,6996.30,2406.67,24199.36,6472.49,15045.94,2237.41,82873.13,N
08/21/2024,16:00,23026.92,2966.77,6828.44,2332.21,25096.67,6549.56,15276.11,2298.92,84375.61,N
08/21/2024,17:00,23099.69,2972.33,6734.51,2334.92,25451.29,6602.63,15484.18,2346.30,85025.86,N
08/21/2024,18:00,22905.88,2971.93,6720.76,2274.63,25639.22,6619.84,15564.03,2323.86,85020.14,N
08/21/2024,19:00,22328.69,3007.14,6732.89,2308.68,25431.61,6479.94,15377.70,2281.50,83948.16,N
08/21/2024,20:00,21482.77,2838.56,6699.04,2116.18,24459.21,6172.56,14883.16,2174.23,80825.71,N
08/21/2024,21:00,20931.80,2813.84,6857.62,2040.92,23605.75,6020.02,14382.50,2057.48,78709.92,N
08/21/2024,22:00,20273.48,2673.07,7053.01,2094.83,22532.81,5815.69,14015.89,1915.11,76373.88,N
08/21/2024,23:00,19300.03,2535.60,7359.35,2064.41,20936.44,5439.74,13040.19,1760.50,72436.25,N
08/21/2024,24:00,18291.35,2356.19,7338.67,2059.47,19264.80,5170.19,12138.14,1610.83,68229.63,N
