SCED Time Stamp,Repeated Hour Flag,SUM LSL OUTPUT SCHEDULE,SUM HSL OUTPUT SCHEDULE,SUM OUTPUTSCHEDULE
04/15/2025 21:30:10,N,3479.79999876,16190.52367893,7874.65600014
04/15/2025 21:45:10,N,3631.79999876,16330.28504186,7880.25400011
04/15/2025 22:00:15,N,3629.79999876,14450.51336094,4355.57299999
04/15/2025 22:15:10,N,3633.10000181,14409.34052878,4210.17
04/15/2025 22:30:11,N,3629.10000181,14343.72479331,4208.77599999
04/15/2025 22:45:09,N,3637.10000181,14351.35022336,4217.68
04/15/2025 23:00:12,N,3636.10000181,14535.10348423,3126.482
04/15/2025 23:15:09,N,3640.00000333,14542.27844918,3131.77499999
04/15/2025 23:30:11,N,3640.00000333,14545.08179658,3130.681
04/15/2025 23:45:10,N,3638.00000333,14574.17507106,3130.77799999
