SCED Time  Stamp,Repeated Hour  Flag,SUM  BASE POINT NON-WGR,SUM  HASL NON-WGR,SUM  LASL NON-WGR,SUM  BASE POINT WGR,SUM  HASL  WGR,SUM  LASL  WGR,SUM  BASE POINT REMAINING RESOURCES,SUM  HASL REMAINING RESOURCES,SUM  LASL REMAINING RESOURCES,SUM  GEN  TELEM  MW
04/15/2025 17:15:11,N,9850.96312695,11845.32119761,3835.87071404,2678.22199535,2678.22199535,0,2831.25126483,3802.78101038,1039,15133.0314
04/15/2025 17:30:09,N,9699.6822542,11760.01053976,3838.56719837,2775.33082735,2775.33082735,0,2864.28668398,3792.4307878,1037,15528.30856
04/15/2025 17:45:11,N,9874.55420879,11453.28511022,3866.94166312,2786.79630517,2786.79630517,0,2824.33060272,3794.93893218,1037,15412.2101
04/15/2025 18:00:14,N,9633.49395274,11345.38906741,3863.01794181,3006.14509391,3006.14509391,0,2879.90050763,4047.91647067,1048,15655.47288
04/15/2025 18:15:11,N,9755.09906682,10895.07173905,3868.13709726,2972.5918169,2972.5918169,0,2863.88386435,4080.60453209,1082,15679.7021
04/15/2025 18:30:10,N,9532.85605024,10694.84010791,3949.01766906,3016.48645806,3016.48645806,0,2864.51301885,4063.71451726,1085,15323.98713
04/15/2025 18:45:10,N,9337.71695744,10276.30836593,4045.28697763,3004.95702838,3004.95702838,0,3067.85928686,4035.68521192,1083,15246.64244
04/15/2025 19:00:11,N,8926.3694676,9821.3664784,4258.37574945,3047.20984411,3047.20984411,0,3526.71087933,4199.26025852,1086,15252.36357
04/15/2025 19:15:10,N,9028.56637078,9658.88163599,4375.50162852,2961.47244358,2961.47244358,0,3540.9150877,4281.05698765,1098,15422.82237
04/15/2025 19:30:11,N,8808.1371535,9362.49957,4375.66860973,3043.96293687,3043.96293687,0,3752.65034658,4271.17053151,1096,15540.19293
04/15/2025 19:45:10,N,8642.09055718,9211.39739689,4372.35756419,3000.59834384,3017.94637584,0,3887.23726816,4254.29792165,1096,15456.98431
04/15/2025 20:00:15,N,8667.38671874,9085.94876622,4382.22909355,3000.58505821,3000.58505821,0,3927.27445022,4485.86975622,1075,15610.24805
04/15/2025 20:15:10,N,8659.67795348,9684.52847409,4595.9361248,2896.67128944,2896.67128944,0,3928.73404587,4444.91507816,1075,15482.97558
04/15/2025 20:30:11,N,8731.88710255,9713.3844318,4605.82626152,3034.61395025,3034.61395025,0,3759.5491258,4433.58883953,1075,15600.6887
04/15/2025 20:45:10,N,8598.68134053,9709.36775088,4605.95443534,3193.51818132,3193.51818132,0,3516.63219599,4276.84400653,1075,15274.68196
04/15/2025 21:00:11,N,8535.71935124,9696.5721261,4590.24252075,3251.3742299,3251.3742299,0,3095.35109163,3982.57435965,1017,15024.50402
04/15/2025 21:15:12,N,8465.92880971,9659.56687135,4588.42645306,3296.72784185,3296.72784185,0,2954.10523448,3525.32765752,1019,14720.67609
04/15/2025 21:30:10,N,8438.71226794,9672.87226209,4592.51576382,3287.60199451,3287.60199451,0,2846.46883567,3813.27478295,1017,14553.38152
04/15/2025 21:45:10,N,8309.73441846,9662.2184828,4478.34652859,3261.02582645,3261.02582645,0,2730.76201574,3852.0927425,1017,14447.3865
04/15/2025 22:00:15,N,8321.60494096,9499.63827504,4432.93321003,3302.64154386,3302.64154386,0,2768.75813663,3683.31738024,1016,14280.83632
04/15/2025 22:15:10,N,7983.77567761,9222.47609918,4321.71815102,3398.75713062,3398.75713062,0,2802.20009743,3508.81697773,1017.0814619,14153.31656
04/15/2025 22:30:11,N,7489.82077795,8738.61779952,4027.5910769,3527.04329252,3527.04329252,0,2648.83121522,3577.77915292,1016,13807.00756
04/15/2025 22:45:09,N,7272.19639402,8646.04200843,3992.37229005,3598.11132335,3598.11132335,0,2698.48872836,3600.06359821,1016,13559.77656
04/15/2025 23:00:12,N,6928.44824086,8393.69030551,3907.20606099,3620.24831867,3620.24831867,0,2691.60049838,3726.73798662,1016,13511.50052
04/15/2025 23:15:09,N,6503.1210085,7472.01513062,3500.00464497,3573.29457688,3573.29457688,0,2690.29746042,3698.54026013,1018,12888.283
04/15/2025 23:30:11,N,6338.44152699,7210.38849793,3360.11450825,3602.2189064,3602.2189064,0,2663.26213402,3730.07078915,1016,12650.85211
04/15/2025 23:45:10,N,6258.11102162,7215.09778748,3360.26099263,3566.74454998,3566.74454998,0,2664.0922455,3778.4800046,1016,12481.88519
