OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
02/10/2024,01:00,10213.57,1302.75,6362.20,1355.76,9669.73,2954.97,6051.68,1030.69,38941.35,N
02/10/2024,02:00,9900.92,1219.63,6375.02,1308.45,9370.61,2873.33,5818.60,868.77,37735.33,N
02/10/2024,03:00,9690.55,1119.16,6306.13,1275.92,9204.20,2868.79,5693.77,882.40,37040.92,N
02/10/2024,04:00,9591.20,1090.09,6542.39,1268.80,9139.68,2776.81,5598.92,875.16,36883.05,N
02/10/2024,05:00,9590.81,1139.04,6590.89,1270.77,9201.63,2753.50,5558.11,922.05,37026.81,N
02/10/2024,06:00,9705.43,1151.44,6476.81,1321.14,9564.28,2767.00,5598.25,929.91,37514.27,N
02/10/2024,07:00,9943.74,1234.13,6517.76,1371.38,9962.89,2786.06,5802.86,920.36,38539.19,N
02/10/2024,08:00,10197.14,1305.07,6549.84,1408.75,10492.11,2896.21,6073.08,973.99,39896.19,N
02/10/2024,09:00,10567.48,1342.40,6507.26,1438.50,11220.85,3127.37,6426.69,1072.96,41703.51,N
02/10/2024,10:00,10979.37,1471.39,6337.37,1491.81,11850.77,3306.38,6707.50,1217.11,43361.71,N
02/10/2024,11:00,11322.38,1495.53,6265.71,1518.96,12264.03,3478.99,6924.78,1296.02,44566.41,N
02/10/2024,12:00,11548.91,1537.42,6236.73,1502.86,12419.91,3507.93,6930.76,1297.16,44981.69,N
02/10/2024,13:00,11673.41,1543.37,6269.34,1448.27,12201.74,3527.78,6908.26,1290.04,44862.20,N
02/10/2024,14:00,11643.23,1541.04,6251.04,1420.40,11900.08,3496.77,7032.19,1303.01,44587.76,N
02/10/2024,15:00,11577.50,1546.99,6149.14,1399.31,11858.78,3563.24,6955.47,1403.05,44453.48,N
02/10/2024,16:00,11497.10,1532.24,6076.04,1392.94,11790.36,3517.91,6876.00,1394.22,44076.82,N
02/10/2024,17:00,11416.03,1549.55,6098.74,1381.69,11764.66,3336.76,6939.85,1361.40,43848.68,N
02/10/2024,18:00,11442.21,1594.16,6126.28,1420.46,11907.15,3435.55,7000.47,1308.99,44235.27,N
02/10/2024,19:00,11650.09,1623.29,6260.02,1473.12,12254.20,3587.97,7174.29,1317.95,45340.93,N
02/10/2024,20:00,11538.59,1600.79,6403.48,1506.18,12260.77,3582.04,7111.15,1249.34,45252.34,N
02/10/2024,21:00,11413.02,1594.17,6341.84,1530.20,12068.96,3528.48,6966.13,1187.60,44630.41,N
02/10/2024,22:00,11231.81,1552.60,6406.48,1487.44,11751.78,3518.52,6769.29,1161.54,43879.47,N
02/10/2024,23:00,10919.88,1488.89,6241.35,1454.11,11327.89,3320.07,6528.24,1184.57,42465.00,N
02/10/2024,24:00,10613.21,1401.22,6429.79,1417.41,10918.44,3237.12,6244.84,988.37,41250.40,N
