Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
01/18/2025,23:00,N,0.53,1.28,0.37,0.23,0.06
01/18/2025,24:00,N,0.53,1.53,0.49,0.23,0.05
01/19/2025,01:00,N,0.53,2.06,0.5,0.07,0.04
01/19/2025,02:00,N,0.53,1.44,0.5,0.07,0.04
01/19/2025,03:00,N,0.53,1.96,0.4,0.24,0.04
01/19/2025,04:00,N,0.53,1.96,0.4,0.24,0.04
01/19/2025,05:00,N,0.53,1.86,0.3,0.24,0.04
01/19/2025,06:00,N,0.53,2.48,0.29,0.25,0.04
01/19/2025,07:00,N,1.53,2.62,0.98,0.98,0.1
01/19/2025,08:00,N,1.53,1.76,1.76,1.05,0.5
01/19/2025,09:00,N,8.75,5,1.15,1.15,1.15
01/19/2025,10:00,N,1.47,4.69,1.35,1.35,1.35
01/19/2025,11:00,N,2.13,1.23,0.79,0.79,0.79
01/19/2025,12:00,N,2.13,1.23,0.44,0.49,0.44
01/19/2025,13:00,N,1.53,1.64,0.33,0.44,0.33
01/19/2025,14:00,N,1.53,1.7,0.39,0.49,0.39
01/19/2025,15:00,N,1.53,1.75,0.44,0.49,0.44
01/19/2025,16:00,N,1.53,2.13,0.29,0.49,0.29
01/19/2025,17:00,N,3.13,5.85,0.5,0.5,0.5
01/19/2025,18:00,N,5,3.98,2.14,1.03,2.14
01/19/2025,19:00,N,7.21,8,8,3.5,8
01/19/2025,20:00,N,1.53,8.12,3,3,3
01/19/2025,21:00,N,1.53,5.4,3.21,5.7,3.21
01/19/2025,22:00,N,1.53,2.54,0.79,1.94,0.79
01/19/2025,23:00,N,1.53,2,0.69,0.22,0.05
01/19/2025,24:00,N,1.53,2.43,0.68,0.22,0.04
01/20/2025,01:00,N,0.53,2.35,0.79,0.08,0.04
01/20/2025,02:00,N,0.53,1.44,0.5,0.08,0.04
01/20/2025,03:00,N,0.53,2.26,0.7,0.7,0.04
01/20/2025,04:00,N,0.53,1.95,0.5,0.5,0.04
01/20/2025,05:00,N,0.53,1.91,0.35,0.39,0.04
01/20/2025,06:00,N,1.53,3.52,0.79,0.79,0.1
01/20/2025,07:00,N,1.53,10,10,6,5.38
01/20/2025,08:00,N,7.13,5.32,15.4,5.9,9.99
01/20/2025,09:00,N,10.01,14.68,15,12.78,14.68
01/20/2025,10:00,N,1.1,10.25,10,5,10
01/20/2025,11:00,N,1.1,1.54,1.29,1.29,1.29
01/20/2025,12:00,N,1.5,1.04,0.79,0.95,0.79
01/20/2025,13:00,N,1.53,1.34,0.5,0.81,0.5
01/20/2025,14:00,N,1.53,1.19,0.44,0.81,0.44
01/20/2025,15:00,N,1.53,1.54,0.47,0.65,0.47
01/20/2025,16:00,N,1.53,1.95,0.4,0.69,0.4
01/20/2025,17:00,N,4.13,2.13,0.63,0.97,0.63
01/20/2025,18:00,N,7.94,4.59,4.14,3.99,4.14
01/20/2025,19:00,N,10,5.32,4.21,3.89,4.21
01/20/2025,20:00,N,3.13,5,3.89,3.89,3.89
01/20/2025,21:00,N,1.53,6.65,5.4,5.4,5.4
01/20/2025,22:00,N,1.53,1.79,0.79,3.3,0.18
01/20/2025,23:00,N,1.53,1.56,0.81,0.81,0.05
01/20/2025,24:00,N,1.53,1.81,0.81,0.81,0.04
01/21/2025,01:00,N,0.29,0.98,0.98,0.1,0.04
01/21/2025,02:00,N,0.29,0.79,0.79,0.1,0.04
01/21/2025,03:00,N,0.04,0.75,0.75,0.69,0.04
01/21/2025,04:00,N,0.29,0.79,0.79,0.5,0.04
01/21/2025,05:00,N,0.29,0.77,0.77,0.77,0.04
01/21/2025,06:00,N,0.29,0.92,0.92,0.92,0.84
01/21/2025,07:00,N,3.54,5.57,8.35,8.35,8.35
01/21/2025,08:00,N,2.51,27.23,32.04,19.23,26.1
01/21/2025,09:00,N,4.34,32.4,39.64,35.84,38.46
01/21/2025,10:00,N,1.47,29.31,31.5,33.5,33.5
01/21/2025,11:00,N,1.47,7.12,5.87,5.87,5.87
01/21/2025,12:00,N,0.29,2.02,0.98,1.16,0.98
01/21/2025,13:00,N,0.29,1.39,0.78,1,0.78
01/21/2025,14:00,N,0.29,1,0.5,1,0.5
01/21/2025,15:00,N,0.77,1.14,0.48,0.95,0.48
01/21/2025,16:00,N,1.39,1.39,0.43,0.95,0.43
01/21/2025,17:00,N,2.84,0.89,0.79,1.44,0.79
01/21/2025,18:00,N,2.31,7.18,10.96,3,10.45
01/21/2025,19:00,N,3.86,12.73,19.25,3,3
01/21/2025,20:00,N,0.19,6.25,8.31,3.99,3.99
01/21/2025,21:00,N,4.98,6.67,6.67,8.95,6.67
01/21/2025,22:00,N,1.98,7.75,7.75,8.95,0.21
01/21/2025,23:00,N,0.29,1,1,1,0.21
01/21/2025,24:00,N,0.29,1,1,1,0.06
01/22/2025,01:00,N,0.49,0.99,0.99,0.1,0.05
01/22/2025,02:00,N,0.29,0.98,0.98,0.11,0.05
01/22/2025,03:00,N,0.29,0.81,0.81,0.81,0.05
01/22/2025,04:00,N,0.29,0.79,0.79,0.79,0.05
01/22/2025,05:00,N,0.29,0.79,0.79,0.79,0.1
01/22/2025,06:00,N,0.29,0.86,0.86,0.91,0.86
01/22/2025,07:00,N,3.17,10.58,14.5,15.19,14.5
01/22/2025,08:00,N,2.22,24.65,34.65,19.5,34.65
01/22/2025,09:00,N,8.13,35.08,44.26,29,44.26
01/22/2025,10:00,N,4.08,17.47,20.4,10.67,20.4
01/22/2025,11:00,N,1.47,3.27,3.16,2.25,3.16
01/22/2025,12:00,N,0.43,1.71,1,1,1
01/22/2025,13:00,N,0.29,0.85,0.79,0.85,0.79
01/22/2025,14:00,N,0.29,1.09,0.63,0.68,0.63
01/22/2025,15:00,N,0.8,0.78,0.44,0.5,0.44
01/22/2025,16:00,N,1.39,0.66,0.37,0.49,0.37
01/22/2025,17:00,N,2.61,0.61,0.61,0.67,0.61
01/22/2025,18:00,N,3.17,6,9.88,1.06,1.06
01/22/2025,19:00,N,3.86,3.79,13.93,1.48,0.84
01/22/2025,20:00,N,0.29,2.48,3.17,1.48,0.84
01/22/2025,21:00,N,0.29,0.82,0.82,1.06,0.22
01/22/2025,22:00,N,0.29,0.98,0.98,1.9,0.18
01/22/2025,23:00,N,0.29,0.98,0.98,0.24,0.05
01/22/2025,24:00,N,0.29,0.98,0.98,0.25,0.05
01/23/2025,01:00,N,0.29,0.63,0.63,0.09,0.04
01/23/2025,02:00,N,0.29,0.5,0.5,0.1,0.05
01/23/2025,03:00,N,0.29,0.5,0.5,0.44,0.05
01/23/2025,04:00,N,0.29,0.5,0.5,0.3,0.04
01/23/2025,05:00,N,0.29,0.5,0.5,0.26,0.05
01/23/2025,06:00,N,0.29,0.5,0.5,0.5,0.15
01/23/2025,07:00,N,4.24,4.24,6.53,2.2,0.95
01/23/2025,08:00,N,2.22,10,17.07,6,6
01/23/2025,09:00,N,14,12.52,12.52,5,12.47
01/23/2025,10:00,N,2.56,4.63,4.63,2.2,4.63
01/23/2025,11:00,N,0.54,1.41,1.02,1.02,1.02
01/23/2025,12:00,N,0.44,1.28,0.79,0.83,0.79
01/23/2025,13:00,N,0.84,0.78,0.5,0.55,0.5
01/23/2025,14:00,N,0.88,0.86,0.5,0.55,0.5
01/23/2025,15:00,N,1,0.82,0.5,0.55,0.5
01/23/2025,16:00,N,0.53,0.84,0.45,0.5,0.45
01/23/2025,17:00,N,3.78,0.5,0.5,0.5,0.5
01/23/2025,18:00,N,1.43,3.11,1.65,1.06,1.16
01/23/2025,19:00,N,2.23,4.85,7.46,1.94,0.5
01/23/2025,20:00,N,0.19,2.77,3,3,3
01/23/2025,21:00,N,2.95,4.63,4.63,4.64,4.63
01/23/2025,22:00,N,0.29,1,1,2.31,1
01/23/2025,23:00,N,0.29,0.98,0.98,0.96,0.96
01/23/2025,24:00,N,0.29,1,1,0.84,0.84
01/24/2025,01:00,N,0.29,0.5,0.5,0.1,0.05
01/24/2025,02:00,N,0.29,0.5,0.5,0.11,0.06
01/24/2025,03:00,N,0.29,0.5,0.5,0.43,0.05
01/24/2025,04:00,N,0.29,0.5,0.5,0.3,0.05
01/24/2025,05:00,N,0.29,0.49,0.49,0.3,0.06
01/24/2025,06:00,N,0.29,0.49,0.49,0.49,0.15
01/24/2025,07:00,N,3.48,1.12,1.12,1.07,0.16
01/24/2025,08:00,N,1.31,4.73,5.77,1.27,0.17
01/24/2025,09:00,N,4.95,4.28,4.28,3,4.28
01/24/2025,10:00,N,4.04,5.95,5.55,1.1,5.55
01/24/2025,11:00,N,0.29,1.03,0.89,0.94,0.94
01/24/2025,12:00,N,0.29,0.63,0.53,0.58,0.53
01/24/2025,13:00,N,0.29,0.44,0.44,0.49,0.44
01/24/2025,14:00,N,0.29,0.5,0.45,0.5,0.4
01/24/2025,15:00,N,0.29,0.44,0.44,0.49,0.44
01/24/2025,16:00,N,0.29,0.4,0.4,0.45,0.4
01/24/2025,17:00,N,2.52,0.47,0.47,0.49,0.47
01/24/2025,18:00,N,1.27,0.93,1,0.92,0.92
01/24/2025,19:00,N,0.86,0.5,1,1,0.06
01/24/2025,20:00,N,0.19,0.24,1,1,0.06
01/24/2025,21:00,N,0.29,0.24,0.79,0.92,0.06
01/24/2025,22:00,N,0.29,0.74,0.74,0.89,0.05
01/24/2025,23:00,N,0.29,0.5,0.5,0.3,0.04
01/24/2025,24:00,N,0.29,0.5,0.5,0.25,0.04
01/25/2025,01:00,N,0.53,0.5,0.5,0.09,0.03
01/25/2025,02:00,N,0.53,0.5,0.5,0.1,0.04
01/25/2025,03:00,N,0.53,0.44,0.44,0.3,0.04
01/25/2025,04:00,N,0.53,0.44,0.44,0.29,0.04
01/25/2025,05:00,N,0.53,0.4,0.4,0.29,0.04
01/25/2025,06:00,N,0.53,0.35,0.35,0.3,0.04
01/25/2025,07:00,N,1.63,0.99,0.99,0.99,0.1
01/25/2025,08:00,N,0.75,0.8,1,1,0.11
01/25/2025,09:00,N,2.62,1.52,1.52,1.03,1.52
01/25/2025,10:00,N,1.98,3.53,1.5,1.03,1.5
01/25/2025,11:00,N,1.53,2.06,0.81,0.86,0.86
01/25/2025,12:00,N,0.53,1.68,0.5,0.55,0.5
01/25/2025,13:00,N,0.53,1.1,0.44,0.49,0.3
01/25/2025,14:00,N,0.53,0.55,0.45,0.5,0.45
01/25/2025,15:00,N,0.57,0.85,0.45,0.5,0.45
01/25/2025,16:00,N,1.39,0.53,0.44,0.49,0.3
01/25/2025,17:00,N,2.04,1.78,0.5,0.55,0.5
01/25/2025,18:00,N,1.16,1.5,1.5,1,0.24
01/25/2025,19:00,N,2.1,0.5,1.02,1.02,0.13
01/25/2025,20:00,N,0.53,0.5,1,1,0.14
01/25/2025,21:00,N,0.53,0.5,1,1,0.05
01/25/2025,22:00,N,0.53,0.68,0.68,0.92,0.04
01/25/2025,23:00,N,0.53,0.5,0.5,0.25,0.04
01/25/2025,24:00,N,0.53,0.5,0.5,0.25,0.04
01/26/2025,01:00,N,0.72,0.53,0.5,0.08,0.03
01/26/2025,02:00,N,0.53,0.53,0.5,0.09,0.04
01/26/2025,03:00,N,0.63,0.53,0.5,0.29,0.04
01/26/2025,04:00,N,0.78,0.53,0.44,0.28,0.04
01/26/2025,05:00,N,0.79,0.53,0.37,0.28,0.04
01/26/2025,06:00,N,1.13,0.53,0.3,0.29,0.05
01/26/2025,07:00,N,2.29,0.81,0.81,0.97,0.1
01/26/2025,08:00,N,0.9,0.82,0.99,0.99,0.11
01/26/2025,09:00,N,4.95,1.5,1.5,1.48,1.5
01/26/2025,10:00,N,2.11,2.11,1.5,1.48,1.5
01/26/2025,11:00,N,1.53,2.04,0.79,0.79,0.79
01/26/2025,12:00,N,1.53,1.68,0.5,0.55,0.5
01/26/2025,13:00,N,0.79,0.53,0.44,0.49,0.44
01/26/2025,14:00,N,0.79,1.05,0.31,0.37,0.31
01/26/2025,15:00,N,0.79,0.53,0.42,0.49,0.42
01/26/2025,16:00,N,0.79,0.53,0.4,0.45,0.4
01/26/2025,17:00,N,0.86,1.78,0.5,0.55,0.5
01/26/2025,18:00,N,1.41,1.28,1.28,1.28,1.28
01/26/2025,19:00,N,2.4,0.5,1.5,2.64,0.5
01/26/2025,20:00,N,1.53,0.5,1.5,1.5,0.5
01/26/2025,21:00,N,0.79,0.5,1.5,1.94,0.19
01/26/2025,22:00,N,0.76,0.78,0.78,1,0.16
01/26/2025,23:00,N,0.68,0.53,0.5,0.25,0.17
01/26/2025,24:00,N,0.71,0.53,0.5,0.25,0.04
01/27/2025,01:00,N,0.29,0.68,0.68,0.07,0.04
01/27/2025,02:00,N,0.29,0.63,0.63,0.08,0.04
01/27/2025,03:00,N,0.29,0.5,0.5,0.25,0.04
01/27/2025,04:00,N,0.29,0.5,0.5,0.27,0.04
01/27/2025,05:00,N,0.29,0.41,0.41,0.27,0.04
01/27/2025,06:00,N,1.29,1.42,0.42,0.3,0.05
01/27/2025,07:00,N,3.54,0.93,1.5,2,0.5
01/27/2025,08:00,N,2.75,8.36,8.36,3.95,3.95
01/27/2025,09:00,N,4.26,8.5,8.57,4.95,8.57
01/27/2025,10:00,N,2.15,7.95,7.95,4.3,7.95
01/27/2025,11:00,N,0.78,3.54,1.25,1.25,1.25
01/27/2025,12:00,N,0.24,2.44,0.95,1,0.95
01/27/2025,13:00,N,0.18,0.49,0.49,0.55,0.49
01/27/2025,14:00,N,0.02,0.44,0.44,0.5,0.44
01/27/2025,15:00,N,0.29,0.55,0.49,0.54,0.49
01/27/2025,16:00,N,0.29,0.3,0.3,0.44,0.3
01/27/2025,17:00,N,1.3,2.65,0.45,0.5,0.45
01/27/2025,18:00,N,0.94,2.05,1.5,1.5,1.5
01/27/2025,19:00,N,3,1.35,5.89,5.89,5.89
01/27/2025,20:00,N,0.19,0.97,1.57,5.42,1.57
01/27/2025,21:00,N,0.29,0.79,0.79,3,0.79
01/27/2025,22:00,N,0.29,0.79,0.79,1.48,0.3
01/27/2025,23:00,N,0.29,0.63,0.63,0.25,0.05
01/27/2025,24:00,N,0.29,0.63,0.63,0.25,0.04
01/28/2025,01:00,N,0.72,0.6,0.5,0.07,0.04
01/28/2025,02:00,N,0.53,0.54,0.44,0.07,0.04
01/28/2025,03:00,N,0.63,0.53,0.37,0.25,0.04
01/28/2025,04:00,N,0.78,0.6,0.5,0.26,0.04
01/28/2025,05:00,N,0.79,0.53,0.37,0.3,0.04
01/28/2025,06:00,N,1.13,0.53,0.3,0.3,0.1
01/28/2025,07:00,N,4.95,1,1,1.1,0.11
01/28/2025,08:00,N,4.9,5,5,3.95,0.95
01/28/2025,09:00,N,3.16,7.5,7.5,3.95,7.5
01/28/2025,10:00,N,1.98,8.85,8,6.05,8
01/28/2025,11:00,N,0.78,2.27,1.02,1.07,1.02
01/28/2025,12:00,N,0.49,1.8,0.8,0.94,0.8
01/28/2025,13:00,N,0.5,0.79,0.79,0.92,0.79
01/28/2025,14:00,N,0.07,0.53,0.53,0.58,0.53
01/28/2025,15:00,N,0.55,0.54,0.54,0.64,0.54
01/28/2025,16:00,N,0.79,0.53,0.45,0.5,0.45
01/28/2025,17:00,N,2.94,2.68,0.75,0.8,0.75
01/28/2025,18:00,N,1.45,1.07,1.07,1.07,1.07
01/28/2025,19:00,N,4.08,1.35,2.16,2.16,0.5
01/28/2025,20:00,N,1.53,0.5,1.48,1.48,0.5
01/28/2025,21:00,N,0.79,2.74,1.94,1.94,0.2
01/28/2025,22:00,N,0.76,0.79,0.79,1.03,0.05
01/28/2025,23:00,N,0.68,0.79,0.79,0.25,0.05
01/28/2025,24:00,N,0.71,0.79,0.79,0.25,0.04
01/29/2025,01:00,N,0.8,0.69,0.69,0.08,0.04
01/29/2025,02:00,N,0.55,0.53,0.5,0.08,0.04
01/29/2025,03:00,N,0.55,0.53,0.5,0.25,0.04
01/29/2025,04:00,N,0.75,0.53,0.5,0.25,0.04
01/29/2025,05:00,N,0.82,0.53,0.43,0.29,0.04
01/29/2025,06:00,N,1.11,0.53,0.4,0.3,0.1
01/29/2025,07:00,N,3.2,1.02,1.02,1.02,0.95
01/29/2025,08:00,N,2.5,1.5,1.5,1.5,0.95
01/29/2025,09:00,N,3.92,4,4,3.95,4
01/29/2025,10:00,N,1.46,13.5,13.5,4.3,13.5
01/29/2025,11:00,N,1.03,3.93,1.65,1.65,1.65
01/29/2025,12:00,N,0.51,1.95,0.95,1,0.95
01/29/2025,13:00,N,0.33,0.8,0.8,0.95,0.8
01/29/2025,14:00,N,0.5,0.85,0.79,0.94,0.79
01/29/2025,15:00,N,0.79,0.6,0.53,0.68,0.53
01/29/2025,16:00,N,0.79,0.58,0.5,0.57,0.5
01/29/2025,17:00,N,0.7,2.68,0.89,0.94,0.89
01/29/2025,18:00,N,1.93,1.06,1.06,1.06,1.06
01/29/2025,19:00,N,1.98,0.51,1.5,2.97,1.45
01/29/2025,20:00,N,1.53,1.08,1.5,1.5,1.45
01/29/2025,21:00,N,0.79,0.51,1.5,1.96,1
01/29/2025,22:00,N,0.76,0.79,0.79,1.01,0.06
01/29/2025,23:00,N,0.68,0.74,0.74,0.3,0.06
01/29/2025,24:00,N,0.71,0.79,0.79,0.3,0.05
01/30/2025,01:00,N,0.43,0.53,0.53,0.07,0.04
01/30/2025,02:00,N,0.2,0.5,0.5,0.07,0.04
01/30/2025,03:00,N,0.2,0.5,0.5,0.25,0.04
01/30/2025,04:00,N,0.21,0.5,0.5,0.25,0.04
01/30/2025,05:00,N,0.2,0.49,0.49,0.28,0.04
01/30/2025,06:00,N,0.2,0.45,0.45,0.3,0.1
01/30/2025,07:00,N,1.98,0.73,0.73,1,0.73
01/30/2025,08:00,N,0.1,1,1,1,0.95
01/30/2025,09:00,N,3.69,1,1,1,1
01/30/2025,10:00,N,1.66,1.95,1.95,1.95,1.95
01/30/2025,11:00,N,0.68,1.07,1.07,1.07,1.07
01/30/2025,12:00,N,0.69,0.79,0.79,0.84,0.79
01/30/2025,13:00,N,0.2,0.5,0.5,0.55,0.5
01/30/2025,14:00,N,0.43,0.53,0.53,0.58,0.53
01/30/2025,15:00,N,0.2,0.5,0.5,0.55,0.5
01/30/2025,16:00,N,0.2,0.49,0.49,0.54,0.49
01/30/2025,17:00,N,0.11,0.5,0.5,0.55,0.5
01/30/2025,18:00,N,0.45,0.68,0.68,0.96,0.68
01/30/2025,19:00,N,0.1,0.81,0.81,1.06,0.81
01/30/2025,20:00,N,0.1,0.5,0.5,1.02,0.5
01/30/2025,21:00,N,0.1,0.5,0.5,1,0.5
01/30/2025,22:00,N,0.14,0.53,0.53,0.84,0.06
01/30/2025,23:00,N,0.2,0.44,0.44,0.25,0.06
01/30/2025,24:00,N,0.2,0.44,0.44,0.25,0.05
01/31/2025,01:00,N,0.71,0.53,0.5,0.07,0.03
01/31/2025,02:00,N,0.55,0.53,0.5,0.07,0.04
01/31/2025,03:00,N,0.55,0.53,0.5,0.25,0.04
01/31/2025,04:00,N,0.75,0.53,0.48,0.25,0.04
01/31/2025,05:00,N,0.82,0.53,0.36,0.27,0.04
01/31/2025,06:00,N,0.67,0.79,0.37,0.29,0.05
01/31/2025,07:00,N,2.29,1,1,1,0.05
01/31/2025,08:00,N,1.63,1.34,1.34,1.07,0.06
01/31/2025,09:00,N,5,1.99,1.99,1.5,1.99
01/31/2025,10:00,N,3.6,7.2,6.83,1.06,6.83
01/31/2025,11:00,N,0.78,2.2,0.99,0.99,0.99
01/31/2025,12:00,N,0.79,1.68,0.5,0.58,0.5
01/31/2025,13:00,N,0.79,0.53,0.49,0.5,0.49
01/31/2025,14:00,N,0.79,0.53,0.49,0.5,0.49
01/31/2025,15:00,N,0.79,1.39,0.4,0.5,0.4
01/31/2025,16:00,N,0.79,1.39,0.3,0.49,0.3
01/31/2025,17:00,N,3.73,2.32,0.5,0.97,0.5
01/31/2025,18:00,N,1.31,5.5,3.13,3.75,3.13
01/31/2025,19:00,N,2.16,1.25,6.79,10.59,5
01/31/2025,20:00,N,4.13,1.33,9.9,9.9,9.9
01/31/2025,21:00,N,2.3,5.57,9.49,6.55,6.55
01/31/2025,22:00,N,2.14,7.5,3,6.2,3
01/31/2025,23:00,N,0.68,0.8,0.8,1,0.8
01/31/2025,24:00,N,0.71,0.79,0.79,0.3,0.16
02/01/2025,01:00,N,0.71,0.81,0.81,0.07,0.03
02/01/2025,02:00,N,0.55,0.79,0.79,0.07,0.03
02/01/2025,03:00,N,0.55,0.79,0.79,0.3,0.03
02/01/2025,04:00,N,0.75,0.79,0.79,0.3,0.04
02/01/2025,05:00,N,0.82,0.75,0.75,0.3,0.04
02/01/2025,06:00,N,1.11,0.79,0.67,0.28,0.04
02/01/2025,07:00,N,1.71,2.19,2.19,1.06,0.1
02/01/2025,08:00,N,2,2.9,3.45,1.06,0.11
02/01/2025,09:00,N,3.61,5.07,5.28,1.07,5.28
02/01/2025,10:00,N,1.88,5.88,5.88,1.07,5.88
02/01/2025,11:00,N,1.5,3,1.03,0.79,1.03
02/01/2025,12:00,N,0.99,1.68,0.5,0.5,0.5
02/01/2025,13:00,N,0.99,0.53,0.5,0.49,0.5
02/01/2025,14:00,N,0.99,0.8,0.5,0.49,0.5
02/01/2025,15:00,N,0.99,0.89,0.79,0.84,0.84
02/01/2025,16:00,N,0.99,1.39,0.63,0.63,0.63
02/01/2025,17:00,N,2.97,1.24,0.79,0.84,0.84
02/01/2025,18:00,N,0.69,2.5,1,1,1
02/01/2025,19:00,N,0.99,0.93,1.5,1.03,1.03
02/01/2025,20:00,N,2,1.5,1.5,1,0.14
02/01/2025,21:00,N,1.98,0.5,1,1,0.15
02/01/2025,22:00,N,2.13,2.5,0.82,0.96,0.04
02/01/2025,23:00,N,1.13,0.69,0.69,0.2,0.03
02/01/2025,24:00,N,0.71,0.74,0.74,0.2,0.02
02/02/2025,01:00,N,0.99,0.69,0.5,0.07,0.03
02/02/2025,02:00,N,0.55,0.69,0.5,0.07,0.03
02/02/2025,03:00,N,0.55,0.69,0.5,0.25,0.03
02/02/2025,04:00,N,0.75,0.69,0.5,0.25,0.03
02/02/2025,05:00,N,0.99,0.69,0.5,0.25,0.04
02/02/2025,06:00,N,1.11,0.79,0.5,0.25,0.04
02/02/2025,07:00,N,2,1.46,1.46,0.99,0.1
02/02/2025,08:00,N,1.43,1.17,1.5,0.99,0.11
02/02/2025,09:00,N,3,5.46,5.46,1.01,5.46
02/02/2025,10:00,N,0.64,4.9,4.25,1,4.25
02/02/2025,11:00,N,1.25,2.35,0.52,0.49,0.52
02/02/2025,12:00,N,0.99,1.68,0.4,0.35,0.4
02/02/2025,13:00,N,0.99,0.69,0.37,0.37,0.37
02/02/2025,14:00,N,0.99,1.58,0.44,0.44,0.44
02/02/2025,15:00,N,0.99,1.58,0.78,0.78,0.78
02/02/2025,16:00,N,0.99,1.58,0.5,0.5,0.5
02/02/2025,17:00,N,2.97,1.8,0.68,0.73,0.73
02/02/2025,18:00,N,0.69,2.5,1.36,1.48,1.36
02/02/2025,19:00,N,0.99,1.91,2.48,2.48,2.48
02/02/2025,20:00,N,1.98,0.5,1.48,1.48,0.15
02/02/2025,21:00,N,1.98,0.5,1,1.01,0.15
02/02/2025,22:00,N,2.13,1.02,0.85,1,0.04
02/02/2025,23:00,N,1.13,0.75,0.75,0.2,0.03
02/02/2025,24:00,N,0.98,0.88,0.88,0.2,0.02
02/03/2025,01:00,N,1.06,1,0.5,0.06,0.03
02/03/2025,02:00,N,0.99,0.79,0.5,0.06,0.03
02/03/2025,03:00,N,1.5,0.79,0.5,0.25,0.03
02/03/2025,04:00,N,0.89,0.79,0.5,0.25,0.04
02/03/2025,05:00,N,1.58,0.79,0.5,0.25,0.04
02/03/2025,06:00,N,2.23,0.79,0.44,0.25,0.04
02/03/2025,07:00,N,1.37,1,1,1,0.1
02/03/2025,08:00,N,1.14,0.94,1.25,1,0.11
02/03/2025,09:00,N,2.14,3,3,1,3
02/03/2025,10:00,N,0.5,4,2.18,1,2.18
02/03/2025,11:00,N,0.5,1.13,0.5,0.35,0.5
02/03/2025,12:00,N,1.13,1.13,0.31,0.3,0.31
02/03/2025,13:00,N,1.24,1.13,0.33,0.33,0.33
02/03/2025,14:00,N,1.47,1.13,0.44,0.35,0.44
02/03/2025,15:00,N,1.13,1.44,0.77,0.77,0.77
02/03/2025,16:00,N,1.38,1.22,0.6,0.6,0.6
02/03/2025,17:00,N,3,0.88,0.83,0.88,0.88
02/03/2025,18:00,N,0.69,5.13,5.13,11.5,5.13
02/03/2025,19:00,N,0.99,11.57,17.45,12.5,17.45
02/03/2025,20:00,N,1.98,4.36,4.36,6,4.36
02/03/2025,21:00,N,1.35,0.5,2,4,2
02/03/2025,22:00,N,1.24,0.98,1,1,0.17
02/03/2025,23:00,N,1.33,1.58,0.79,0.25,0.04
02/03/2025,24:00,N,0.98,0.98,0.79,0.25,0.02
02/04/2025,01:00,N,0.59,1.39,0.78,0.06,0.03
02/04/2025,02:00,N,0.59,1.39,0.5,0.06,0.03
02/04/2025,03:00,N,0.59,1.39,0.5,0.24,0.03
02/04/2025,04:00,N,0.59,1.39,0.5,0.25,0.04
02/04/2025,05:00,N,0.59,1,0.5,0.24,0.04
02/04/2025,06:00,N,1.11,1.39,0.49,0.25,0.04
02/04/2025,07:00,N,1.96,1,1,0.99,0.1
02/04/2025,08:00,N,2,1.49,2.03,0.99,0.11
02/04/2025,09:00,N,1.96,4,4,0.99,4
02/04/2025,10:00,N,1.88,4,4,1.01,4
02/04/2025,11:00,N,3,1,1,0.49,1
02/04/2025,12:00,N,1.13,0.8,0.5,0.47,0.5
02/04/2025,13:00,N,1.13,1.13,0.5,0.32,0.5
02/04/2025,14:00,N,1.13,1.13,0.5,0.34,0.5
02/04/2025,15:00,N,0.6,1.13,0.95,0.95,0.95
02/04/2025,16:00,N,1.13,1.13,0.81,0.81,0.81
02/04/2025,17:00,N,2.94,0.79,0.79,0.84,0.79
02/04/2025,18:00,N,2,1.5,1.5,1.5,1.5
02/04/2025,19:00,N,3.18,3,3,3,3
02/04/2025,20:00,N,2,1.24,1.5,1.5,0.15
02/04/2025,21:00,N,1.47,0.5,1.03,1.03,0.16
02/04/2025,22:00,N,1.24,1.24,0.79,0.95,0.04
02/04/2025,23:00,N,0.73,1.58,0.8,0.15,0.03
02/04/2025,24:00,N,0.73,0.98,0.98,0.15,0.02
02/05/2025,01:00,N,0.59,1.39,0.68,0.07,0.03
02/05/2025,02:00,N,0.59,0.93,0.63,0.07,0.03
02/05/2025,03:00,N,0.59,1,0.5,0.24,0.03
02/05/2025,04:00,N,0.59,1,0.49,0.24,0.04
02/05/2025,05:00,N,0.59,1,0.44,0.24,0.04
02/05/2025,06:00,N,1.11,1.39,0.44,0.24,0.05
02/05/2025,07:00,N,1.98,0.96,0.96,0.96,0.11
02/05/2025,08:00,N,2,1,1,0.97,0.12
02/05/2025,09:00,N,1.96,1.48,1.48,0.98,1.48
02/05/2025,10:00,N,1.88,1.1,1.1,1.01,1.1
02/05/2025,11:00,N,2,0.51,0.51,0.48,0.51
02/05/2025,12:00,N,2.23,1.8,0.5,0.46,0.5
02/05/2025,13:00,N,1.13,1.56,0.5,0.47,0.5
02/05/2025,14:00,N,1.13,1.5,0.5,0.45,0.5
02/05/2025,15:00,N,1.13,1.13,0.8,0.8,0.8
02/05/2025,16:00,N,1.13,1.13,0.7,0.74,0.7
02/05/2025,17:00,N,3.74,0.86,0.86,0.86,0.86
02/05/2025,18:00,N,2,1.5,1.5,1.5,1.5
02/05/2025,19:00,N,2.38,3,3.5,3,3.5
02/05/2025,20:00,N,2,0.5,1.38,1.38,0.5
02/05/2025,21:00,N,0.79,0.5,1,1.01,0.16
02/05/2025,22:00,N,1.4,1.4,0.79,1,0.04
