OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/23/2024,01:00,14364.99,1609.51,6594.86,1569.11,11729.81,4824.15,9115.48,1239.89,51047.81,N
05/23/2024,02:00,13894.71,1535.30,6561.40,1510.50,11129.46,4620.70,8631.55,1226.72,49110.34,N
05/23/2024,03:00,13613.87,1483.04,6586.51,1474.24,10908.49,4471.11,8291.79,1163.80,47992.85,N
05/23/2024,04:00,13450.43,1479.52,6500.51,1445.85,10713.10,4355.88,8116.02,1137.10,47198.41,N
05/23/2024,05:00,13470.98,1513.51,6600.26,1460.44,10815.15,4266.79,8079.61,1096.91,47303.66,N
05/23/2024,06:00,13846.78,1558.84,6617.35,1491.50,11441.04,4371.94,8174.66,1166.74,48668.84,N
05/23/2024,07:00,14314.49,1652.35,6553.94,1530.58,12476.39,4468.02,8626.62,1246.82,50869.22,N
05/23/2024,08:00,14573.56,1698.60,6502.80,1512.47,13073.27,4502.05,8837.77,1326.33,52026.86,N
05/23/2024,09:00,15077.13,1756.51,6673.46,1649.68,13782.66,4657.19,9052.94,1305.47,53955.05,N
05/23/2024,10:00,15818.84,1826.48,6731.52,1675.87,14275.62,4866.44,9311.19,1305.43,55811.38,N
05/23/2024,11:00,16804.91,1951.61,6825.80,1711.56,14911.84,5165.84,9690.34,1397.27,58459.17,N
05/23/2024,12:00,17584.36,1955.29,6832.96,1760.06,15639.09,5465.75,10099.46,1491.99,60828.96,N
05/23/2024,13:00,18338.96,1999.99,6760.83,1764.34,16635.85,5802.60,10576.21,1542.66,63421.45,N
05/23/2024,14:00,19151.77,2050.54,6941.68,1860.93,17798.76,5929.42,11139.40,1693.06,66565.57,N
05/23/2024,15:00,19717.89,2097.00,6990.97,1909.29,18640.10,6159.29,11581.36,1699.58,68795.49,N
05/23/2024,16:00,19996.04,2163.29,7043.24,2117.85,19088.76,6243.92,11817.73,1719.59,70190.42,N
05/23/2024,17:00,19982.94,2129.18,6968.81,2179.55,19289.14,6418.81,12101.88,1823.84,70894.14,N
05/23/2024,18:00,19670.38,2156.33,6862.42,2157.23,18882.45,6356.77,12302.73,1799.88,70188.20,N
05/23/2024,19:00,19016.95,2142.82,6887.45,2126.75,18075.69,6186.94,12257.95,1741.90,68436.45,N
05/23/2024,20:00,18270.08,2040.09,6915.83,2053.07,16921.92,5996.19,11882.26,1642.91,65722.35,N
05/23/2024,21:00,17831.36,1973.73,6632.43,1793.77,16433.53,5861.77,11515.37,1559.40,63601.35,N
05/23/2024,22:00,17296.04,2013.06,6660.70,1681.56,16223.79,5684.12,11091.31,1496.06,62146.64,N
05/23/2024,23:00,16544.22,1956.59,6642.06,1652.38,15507.56,5468.62,10425.84,1487.25,59684.53,N
05/23/2024,24:00,15677.15,1835.19,6622.75,1695.85,14661.30,5139.70,9696.79,1403.38,56732.10,N
