SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
12/01/2010 01:10:23,N,SDSES_UNIT4,21.67
12/01/2010 01:10:23,N,SGM_SIGNALMT,4.35
12/01/2010 01:10:23,N,SILASRAY_CC1,21.7
12/01/2010 01:10:23,N,SIL_SILAS_10,21.7
12/01/2010 01:10:23,N,SIL_SILAS_5,21.7
12/01/2010 01:10:23,N,SIL_SILAS_6,21.7
12/01/2010 01:10:23,N,SIL_SILAS_9,21.7
12/01/2010 01:10:23,N,SJS_SJS_G1,21.67
12/01/2010 01:10:23,N,SJS_SJS_G2,21.67
12/01/2010 01:10:23,N,SL_PUN1,21.67
12/01/2010 01:10:23,N,SL_PUN2,21.67
12/01/2010 01:10:23,N,SL_SL_G1,21.67
12/01/2010 01:10:23,N,SL_SL_G2,21.67
12/01/2010 01:10:23,N,SL_SL_G3,21.67
12/01/2010 01:10:23,N,SL_SL_G4,21.67
12/01/2010 01:10:23,N,SPNC_SPNCE_4,21.63
12/01/2010 01:10:23,N,SPNC_SPNCE_5,21.63
12/01/2010 01:10:23,N,SRB_SRB_G1,21.67
12/01/2010 01:10:23,N,SRB_SRB_G2,21.67
12/01/2010 01:10:23,N,SRB_SRB_G3,21.67
12/01/2010 01:10:23,N,SRB_SRB_G4,21.67
12/01/2010 01:10:23,N,SRB_SRB_GT12,21.67
12/01/2010 01:10:23,N,STEAM_ENG123,21.64
12/01/2010 01:10:23,N,STEA_STEAM_1,21.64
12/01/2010 01:10:23,N,STEA_STEAM_2,21.64
12/01/2010 01:10:23,N,STEA_STEAM_3,21.64
12/01/2010 01:10:23,N,STP_STP_G1,21.68
12/01/2010 01:10:23,N,STP_STP_G2,21.68
12/01/2010 01:10:23,N,STWF_T1,18.74
12/01/2010 01:10:23,N,SWEC_G1,-35.75
12/01/2010 01:10:23,N,SWEETWN2_2_4,21.87
12/01/2010 01:10:23,N,SWEETWN3_3,21.87
12/01/2010 01:10:23,N,SWEETWND_1,21.87
12/01/2010 01:10:23,N,SWTWN4_WND45,21.87
12/01/2010 01:10:23,N,SW_M_SW_MESA,26.08
12/01/2010 01:10:23,N,TC_PUN1,21.67
12/01/2010 01:10:23,N,TC_PUN2,21.67
12/01/2010 01:10:23,N,TC_TCHP1,21.67
12/01/2010 01:10:23,N,TEN_CC1,21.63
12/01/2010 01:10:23,N,TEN_CT1_STG,21.63
12/01/2010 01:10:23,N,TGCCS_CC1,21.64
12/01/2010 01:10:23,N,TGCCS_CT1,21.64
12/01/2010 01:10:23,N,TGCCS_CT2,21.64
12/01/2010 01:10:23,N,TGCCS_CT3,21.64
12/01/2010 01:10:23,N,TGCCS_UNIT4,21.64
12/01/2010 01:10:23,N,TGF_TGFGT,21.68
12/01/2010 01:10:23,N,TGW_T1_T2,21.7
12/01/2010 01:10:23,N,THSES_UNIT2,21.65
12/01/2010 01:10:23,N,THW_1_CCU,21.67
12/01/2010 01:10:23,N,THW_2_CCU,21.67
12/01/2010 01:10:23,N,THW_CC1,21.67
12/01/2010 01:10:23,N,THW_CC2,21.67
12/01/2010 01:10:23,N,THW_THWGT5X,21.67
12/01/2010 01:10:23,N,THW_THWGT_1,21.67
12/01/2010 01:10:23,N,TKWSW_CHAMP,22.08
12/01/2010 01:10:23,N,TKWSW_ROSCOE,22.08
12/01/2010 01:10:23,N,TNP_TNP_O_1,21.65
12/01/2010 01:10:23,N,TNP_TNP_O_2,21.65
12/01/2010 01:10:23,N,TNSKA_CC1,21.64
12/01/2010 01:10:23,N,TNSKA_CCU,21.64
12/01/2010 01:10:23,N,TRENT_TRENT,18.74
12/01/2010 01:10:23,N,TRSES_UNIT6,21.64
12/01/2010 01:10:23,N,TTWEC_G1,21.18
12/01/2010 01:10:23,N,TUTTL_WBT1G1,21.7
12/01/2010 01:10:23,N,TUTTL_WBT3G3,21.7
12/01/2010 01:10:23,N,TUTTL_WBT4G4,21.7
12/01/2010 01:10:23,N,TXCTY_CC1,21.67
12/01/2010 01:10:23,N,TXCTY_CTA,21.67
12/01/2010 01:10:23,N,TXCTY_CTB,21.67
12/01/2010 01:10:23,N,TXCTY_CTC,21.67
12/01/2010 01:10:23,N,TXCTY_ST,21.67
12/01/2010 01:10:23,N,UCC_COG_PUN1,21.67
12/01/2010 01:10:23,N,UCC_COG_PUN2,21.67
12/01/2010 01:10:23,N,UCC_UCC_C_1,21.67
12/01/2010 01:10:23,N,UCC_UCC_C_2,21.67
12/01/2010 01:10:23,N,VICTORIA_CC1,21.69
12/01/2010 01:10:23,N,VIC_VICTORG5,21.69
12/01/2010 01:10:23,N,VIC_VICTORG6,21.69
12/01/2010 01:10:23,N,VISTRON_PUN1,21.69
12/01/2010 01:10:23,N,VISTRON_PUN2,21.69
12/01/2010 01:10:23,N,VISTRON_TG1,21.69
12/01/2010 01:10:23,N,VISTRON_TG2,21.69
12/01/2010 01:10:23,N,VLSES_UNIT1,21.64
12/01/2010 01:10:23,N,VLSES_UNIT2,21.64
12/01/2010 01:10:23,N,VLSES_UNIT3,21.64
12/01/2010 01:10:23,N,WAP_WAPGT_1,21.67
12/01/2010 01:10:23,N,WAP_WAP_G1,21.67
12/01/2010 01:10:23,N,WAP_WAP_G2,21.67
12/01/2010 01:10:23,N,WAP_WAP_G3,21.67
12/01/2010 01:10:23,N,WAP_WAP_G4,21.67
12/01/2010 01:10:23,N,WAP_WAP_G5,21.67
12/01/2010 01:10:23,N,WAP_WAP_G6,21.67
12/01/2010 01:10:23,N,WAP_WAP_G7,21.67
12/01/2010 01:10:23,N,WAP_WAP_G8,21.67
12/01/2010 01:10:23,N,WCPP_CC1,21.63
12/01/2010 01:10:23,N,WCPP_CT1,21.63
12/01/2010 01:10:23,N,WCPP_CT2,21.63
12/01/2010 01:10:23,N,WCPP_ST1,21.63
12/01/2010 01:10:23,N,WEC_WECG1,18.35
12/01/2010 01:10:23,N,WFCOGEN_13,21.52
12/01/2010 01:10:23,N,WFCOGEN_24,21.52
12/01/2010 01:10:23,N,WFCOGEN_CC1,21.52
12/01/2010 01:10:23,N,WHCCS_CC1,21.64
12/01/2010 01:10:23,N,WHCCS_CT1_ST,21.64
12/01/2010 01:10:23,N,WHCCS_CT2,21.64
12/01/2010 01:10:23,N,WHTTAIL_WR1,21.6
12/01/2010 01:10:23,N,WIPOPA_1_2,21.68
12/01/2010 01:10:23,N,WIPOPA_3_4,21.68
12/01/2010 01:10:23,N,WIR_WIRTZ_G1,21.68
12/01/2010 01:10:23,N,WIR_WIRTZ_G2,21.68
12/01/2010 01:10:23,N,WND_WHITNEY,21.63
12/01/2010 01:10:23,N,WOO_WOODWRD1,26.09
12/01/2010 01:10:23,N,WOO_WOODWRD2,26.09
