OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/23/2024,01:00,16871.82,2278.50,6890.90,1934.26,19485.09,4942.15,11556.19,1663.08,65621.99,N
08/23/2024,02:00,16237.42,2091.51,6682.03,1838.99,18440.90,4625.09,10865.45,1522.68,62304.06,N
08/23/2024,03:00,15733.93,2004.53,6621.39,1728.71,17560.96,4460.46,10294.94,1465.60,59870.53,N
08/23/2024,04:00,15539.37,1948.31,6714.59,1690.84,16961.65,4336.01,9860.65,1463.74,58515.16,N
08/23/2024,05:00,15488.21,1928.45,6969.55,1720.57,16791.89,4242.69,9623.86,1454.60,58219.82,N
08/23/2024,06:00,15704.45,1942.82,6806.79,1755.86,17048.82,4114.39,9556.02,1472.74,58401.89,N
08/23/2024,07:00,15976.85,1993.45,6842.37,1798.31,17516.66,4233.70,9750.02,1495.10,59606.46,N
08/23/2024,08:00,15952.73,2007.13,6779.20,1797.57,17598.23,4240.46,9769.37,1531.83,59676.53,N
08/23/2024,09:00,16698.94,2102.49,7188.92,1850.08,18217.75,4456.27,10159.57,1582.67,62256.69,N
08/23/2024,10:00,17871.39,2239.74,7825.54,1961.12,19809.22,4945.23,10795.60,1757.31,67205.16,N
08/23/2024,11:00,19092.84,2405.38,7826.37,2090.63,21415.25,5211.96,11578.51,1906.47,71527.41,N
08/23/2024,12:00,19966.96,2590.78,7808.98,2215.61,23158.31,5420.85,12279.23,1987.27,75427.99,N
08/23/2024,13:00,20710.17,2786.28,7472.29,2333.23,24550.79,5713.60,13010.92,2062.34,78639.62,N
08/23/2024,14:00,21180.04,2688.32,7586.76,2431.42,25798.88,5987.98,13684.15,2152.51,81510.07,N
08/23/2024,15:00,21625.17,2791.92,7446.77,2430.48,26629.13,6225.78,14190.03,2233.50,83572.78,N
08/23/2024,16:00,21803.36,2728.18,7093.16,2428.84,27179.93,6348.54,14517.22,2261.68,84360.91,N
08/23/2024,17:00,21783.05,2612.67,7068.68,2445.59,27478.49,6507.43,14405.35,2263.06,84564.31,N
08/23/2024,18:00,21443.79,2519.33,7178.59,2450.71,27455.35,6513.90,14415.46,2227.74,84204.87,N
08/23/2024,19:00,20617.10,2493.11,7496.32,2450.78,26407.76,6449.13,13996.67,2113.59,82024.48,N
08/23/2024,20:00,19554.30,2472.73,7585.25,2460.52,24264.57,6104.52,13027.42,2009.07,77478.38,N
08/23/2024,21:00,18946.42,2410.92,7192.23,2379.65,22812.10,5882.78,12265.64,1904.36,73794.10,N
08/23/2024,22:00,18318.74,2305.39,7323.14,2292.59,21644.10,5616.50,11633.32,1764.73,70898.50,N
08/23/2024,23:00,17515.75,2190.42,7331.86,2177.54,20328.21,5328.02,11113.64,1689.34,67674.78,N
08/23/2024,24:00,16738.50,2111.75,7274.53,2050.88,18958.60,5000.85,10451.03,1596.29,64182.42,N
