OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/28/2024,01:00,14269.27,1779.69,6717.41,1767.95,15821.94,4182.02,8167.56,1342.80,54048.63,N
08/28/2024,02:00,13748.07,1666.30,6633.96,1679.79,14904.06,4029.19,7777.75,1278.90,51718.03,N
08/28/2024,03:00,13468.23,1593.94,6560.12,1620.26,14219.93,3855.44,7510.93,1235.37,50064.22,N
08/28/2024,04:00,13316.94,1538.79,6508.74,1575.94,13819.85,3789.46,7399.54,1217.17,49166.44,N
08/28/2024,05:00,13227.54,1527.85,6618.75,1562.94,13784.61,3708.45,7410.47,1207.09,49047.68,N
08/28/2024,06:00,13585.69,1573.91,6605.53,1579.35,14129.65,3791.01,7610.36,1248.16,50123.66,N
08/28/2024,07:00,14091.53,1677.70,6723.05,1632.26,14966.74,3950.21,8034.93,1313.32,52389.73,N
08/28/2024,08:00,14142.22,1680.94,6655.40,1658.32,15281.23,3990.33,8259.67,1380.04,53048.17,N
08/28/2024,09:00,14137.10,1756.83,7450.54,1780.85,16017.06,4258.27,8586.63,1383.45,55370.74,N
08/28/2024,10:00,14605.92,1853.33,7766.78,1871.59,17087.77,4427.79,8852.35,1403.36,57868.89,N
08/28/2024,11:00,15681.17,2041.39,7544.61,1965.97,18691.53,4707.09,9303.58,1453.88,61389.22,N
08/28/2024,12:00,16947.77,2247.60,7366.18,2061.39,20014.73,4980.12,10079.61,1521.45,65218.85,N
08/28/2024,13:00,18064.62,2401.86,7423.74,2205.63,21535.87,5176.50,10779.35,1608.85,69196.43,N
08/28/2024,14:00,19043.90,2592.00,7514.51,2294.09,22889.26,5336.60,11485.68,1696.19,72852.23,N
08/28/2024,15:00,19645.80,2724.63,7472.85,2378.27,23760.10,5379.69,11997.48,1741.49,75100.31,N
08/28/2024,16:00,19521.84,2782.50,7492.56,2431.14,24610.26,5355.24,12531.36,1732.26,76457.15,N
08/28/2024,17:00,19108.93,2822.84,7628.72,2475.29,24993.09,5405.96,12767.38,1698.21,76900.42,N
08/28/2024,18:00,18468.41,2712.60,7552.94,2452.93,24885.15,5396.96,12445.04,1655.15,75569.18,N
08/28/2024,19:00,17840.52,2559.44,7379.64,2433.79,24251.70,5254.34,11903.02,1613.66,73236.11,N
08/28/2024,20:00,17411.63,2440.29,7331.34,2315.07,23177.10,5002.09,11032.18,1543.01,70252.70,N
08/28/2024,21:00,17179.18,2353.23,7359.02,2273.95,22299.07,4906.44,10494.59,1514.26,68379.73,N
08/28/2024,22:00,16570.24,2210.13,7278.91,2196.23,21183.74,4720.08,9951.73,1459.89,65570.95,N
08/28/2024,23:00,15732.94,2051.24,7173.56,2065.58,19722.20,4446.73,9545.38,1388.89,62126.51,N
08/28/2024,24:00,14874.43,1905.68,7132.80,1947.60,18074.12,4138.60,8649.56,1251.40,57974.20,N
