OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/25/2024,01:00,15074.86,1941.32,6976.78,1984.60,17428.16,4450.02,9672.65,1529.49,59057.87,N
08/25/2024,02:00,14410.00,1819.45,7122.88,1897.19,16452.27,4253.65,9107.88,1389.47,56452.78,N
08/25/2024,03:00,13880.79,1691.96,7155.26,1810.48,15526.11,3991.22,8528.32,1321.23,53905.38,N
08/25/2024,04:00,13499.87,1619.58,7087.35,1752.56,14849.36,3840.26,8129.77,1307.49,52086.24,N
08/25/2024,05:00,13223.16,1614.87,7093.96,1694.34,14328.89,3772.13,7914.68,1260.59,50902.61,N
08/25/2024,06:00,13080.83,1583.10,7017.09,1650.59,14091.68,3775.80,7768.87,1222.43,50190.40,N
08/25/2024,07:00,13037.89,1592.99,6977.04,1625.35,13961.72,3745.67,7734.44,1218.15,49893.26,N
08/25/2024,08:00,13036.22,1614.46,6996.66,1615.74,13919.00,3760.33,7774.28,1245.65,49962.35,N
08/25/2024,09:00,14014.10,1761.48,7546.94,1715.15,14919.95,4051.42,8267.75,1314.86,53591.65,N
08/25/2024,10:00,15353.90,1967.03,7566.49,1826.88,16448.60,4361.70,9097.47,1454.84,58076.90,N
08/25/2024,11:00,16706.16,2161.67,7346.93,1867.97,17980.66,4781.85,9882.34,1525.07,62252.64,N
08/25/2024,12:00,17829.93,2394.58,7466.97,2046.59,19337.48,5166.35,10626.68,1633.68,66502.27,N
08/25/2024,13:00,18779.64,2535.79,7538.39,2190.30,20897.39,5440.99,11436.05,1761.47,70580.02,N
08/25/2024,14:00,19481.75,2690.58,7532.73,2272.76,22230.74,5702.92,12038.84,1855.09,73805.42,N
08/25/2024,15:00,20055.69,2754.71,7532.02,2344.36,23343.62,5948.43,12566.03,1919.03,76463.87,N
08/25/2024,16:00,20462.69,2791.36,7520.50,2410.32,24077.54,6073.60,12977.76,1960.93,78274.71,N
08/25/2024,17:00,20677.22,2798.44,7530.55,2463.75,24630.49,5999.39,13287.93,1986.37,79374.14,N
08/25/2024,18:00,20589.20,2800.45,7536.14,2499.34,24872.41,5914.14,13462.30,2022.92,79696.88,N
08/25/2024,19:00,20207.74,2750.84,7498.00,2480.89,24575.17,5836.87,13348.84,1996.98,78695.33,N
08/25/2024,20:00,19523.30,2674.94,7329.31,2377.40,23627.96,5659.07,12874.71,1900.26,75966.97,N
08/25/2024,21:00,19001.71,2589.58,7122.49,2263.97,22399.96,5464.48,12327.74,1817.74,72987.66,N
08/25/2024,22:00,18284.81,2408.23,7139.24,2180.28,21464.85,5307.59,11716.67,1754.22,70255.89,N
08/25/2024,23:00,17327.45,2223.34,7068.48,2064.19,20079.79,4932.05,10876.93,1612.00,66184.24,N
08/25/2024,24:00,16319.24,2018.09,7096.98,1918.70,18505.61,4644.82,10062.04,1476.64,62042.13,N
