OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/20/2024,01:00,16478.92,2164.90,6950.85,1894.46,19290.98,4560.48,10239.69,1520.55,63100.84,N
08/20/2024,02:00,15805.05,2140.09,7021.55,1808.89,18282.43,4357.16,9833.40,1424.93,60673.49,N
08/20/2024,03:00,15328.46,2123.89,7038.56,1736.09,17246.01,4280.31,9384.71,1380.56,58518.59,N
08/20/2024,04:00,15095.81,2084.90,7089.83,1689.19,16602.78,4107.13,8841.73,1332.20,56843.57,N
08/20/2024,05:00,14883.74,1997.50,7214.63,1666.60,16355.83,3989.70,8553.42,1300.54,55961.96,N
08/20/2024,06:00,15154.07,1980.78,7159.59,1663.44,16604.79,4033.43,8606.89,1343.70,56546.68,N
08/20/2024,07:00,15469.03,2058.84,7129.08,1707.78,17169.96,4184.83,8872.84,1322.37,57914.74,N
08/20/2024,08:00,15470.39,2034.09,7148.21,1739.11,17236.52,4153.29,8886.73,1313.60,57981.93,N
08/20/2024,09:00,15972.79,2071.74,7694.77,1813.22,17771.97,4413.98,9267.20,1424.70,60430.37,N
08/20/2024,10:00,16749.35,2249.54,7669.74,1972.77,18718.97,4694.94,9934.76,1620.69,63610.76,N
08/20/2024,11:00,17624.02,2401.80,7333.87,2038.98,20403.20,5146.89,10872.61,1726.86,67548.22,N
08/20/2024,12:00,18811.62,2550.32,7211.68,2135.12,22011.33,5423.36,11731.48,1782.46,71657.37,N
08/20/2024,13:00,20071.55,2775.54,7293.60,2246.20,23857.51,5894.01,12742.83,1896.36,76777.59,N
08/20/2024,14:00,21161.93,2905.23,7328.31,2380.78,25304.18,6207.39,13619.84,2017.99,80925.65,N
08/20/2024,15:00,21876.16,3066.96,6968.64,2367.70,26382.37,6338.21,14287.24,2106.44,83393.74,N
08/20/2024,16:00,22352.77,3089.08,6773.12,2388.80,27024.66,6396.34,14538.24,2154.20,84717.22,N
08/20/2024,17:00,22591.54,3058.21,6779.75,2366.06,27327.75,6437.69,14661.93,2155.50,85378.43,N
08/20/2024,18:00,22528.80,3028.07,6655.76,2287.43,27456.67,6423.40,15018.19,2160.67,85558.98,N
08/20/2024,19:00,22016.54,2991.04,6625.19,2289.79,27181.08,6307.24,14870.68,2122.95,84404.51,N
08/20/2024,20:00,21175.23,2889.79,6527.15,2156.57,26139.14,6102.74,14501.40,2026.78,81518.80,N
08/20/2024,21:00,20439.43,2767.34,6471.75,2063.73,24973.54,5898.63,13770.13,1951.35,78335.92,N
08/20/2024,22:00,19895.43,2704.74,6785.80,2104.06,24165.54,5777.29,13412.97,1881.74,76727.57,N
08/20/2024,23:00,18847.68,2527.47,7383.37,2162.16,22417.85,5404.92,12397.00,1717.50,72857.95,N
08/20/2024,24:00,17853.73,2324.47,7485.02,2076.45,20841.99,5020.58,11577.57,1622.57,68802.38,N
