OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/09/2024,01:00,16448.31,2169.06,7001.99,2039.93,19496.78,4597.55,10180.61,1674.21,63608.45,N
08/09/2024,02:00,15705.83,2029.90,6773.97,1933.40,18248.53,4398.05,9538.92,1556.54,60185.15,N
08/09/2024,03:00,15175.51,1983.15,6635.56,1841.26,17270.84,4264.40,8939.67,1485.57,57595.98,N
08/09/2024,04:00,14783.38,1874.97,6755.36,1826.69,16573.30,4124.71,8558.06,1424.90,55921.36,N
08/09/2024,05:00,14718.10,1871.59,6656.23,1825.48,16174.78,4076.84,8368.37,1400.10,55091.49,N
08/09/2024,06:00,14921.95,1846.35,6529.56,1795.43,16151.63,3986.07,8363.64,1399.46,54994.09,N
08/09/2024,07:00,15147.25,1869.90,6569.15,1778.94,16300.16,4115.27,8520.56,1430.32,55731.55,N
08/09/2024,08:00,15243.84,1934.26,6636.70,1764.84,16503.89,4311.22,8704.94,1445.89,56545.58,N
08/09/2024,09:00,16174.49,2066.81,7617.73,1895.95,17231.91,4578.78,9221.39,1508.28,60295.34,N
08/09/2024,10:00,17467.63,2252.57,7775.71,1960.10,18030.41,4735.43,9892.92,1621.24,63736.01,N
08/09/2024,11:00,18602.07,2372.69,7695.27,1971.50,18746.72,5041.84,10799.01,1760.32,66989.44,N
08/09/2024,12:00,19846.17,2579.95,7259.44,2006.71,19415.84,5369.78,11679.77,1816.64,69974.29,N
08/09/2024,13:00,20792.25,2706.91,7349.86,2039.92,20058.03,5654.13,12471.87,1864.04,72937.01,N
08/09/2024,14:00,21875.39,2851.36,7370.43,2094.44,20338.32,5905.13,13146.39,1929.17,75510.63,N
08/09/2024,15:00,22506.29,2958.63,7394.10,2169.53,20656.46,6099.10,13629.61,1970.89,77384.61,N
08/09/2024,16:00,22843.04,3023.03,7372.72,2328.20,21098.58,6205.24,13983.83,1981.55,78836.19,N
08/09/2024,17:00,22955.54,3023.62,7257.07,2346.29,21590.96,6280.55,14195.18,2012.43,79661.63,N
08/09/2024,18:00,22562.96,2994.46,7185.22,2332.15,21678.96,6280.51,14246.77,2013.44,79294.47,N
08/09/2024,19:00,21472.83,2927.49,7330.77,2318.19,21297.67,6148.46,14050.94,1974.16,77520.50,N
08/09/2024,20:00,20431.15,2821.83,7258.56,2250.25,20699.29,5911.54,13284.04,1859.50,74516.16,N
08/09/2024,21:00,19753.19,2711.07,7227.48,2180.96,19990.31,5731.61,12517.02,1784.92,71896.55,N
08/09/2024,22:00,19084.84,2547.67,6773.44,2083.63,19321.47,5521.09,11814.84,1756.81,68903.78,N
08/09/2024,23:00,18202.13,2367.94,7015.97,1997.08,18293.62,5285.63,10949.24,1628.77,65740.37,N
08/09/2024,24:00,17302.97,2210.62,7131.75,1913.28,17039.29,4947.51,10114.99,1542.36,62202.75,N
