OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/18/2024,01:00,16725.42,2075.20,6998.65,1908.01,18449.56,4749.80,10317.22,1573.14,62797.00,N
08/18/2024,02:00,15960.82,1967.46,6986.31,1793.86,17274.60,4548.55,9738.46,1477.36,59747.42,N
08/18/2024,03:00,15495.92,1950.04,6958.98,1710.90,16452.56,4363.72,9242.99,1397.68,57572.79,N
08/18/2024,04:00,14911.64,1894.39,6820.30,1663.75,15735.34,4279.79,8882.50,1399.78,55587.48,N
08/18/2024,05:00,14548.23,1807.57,6842.30,1633.84,15112.98,4104.19,8570.50,1386.61,54006.21,N
08/18/2024,06:00,14382.70,1760.56,6830.16,1643.08,14816.38,4024.10,8357.21,1342.96,53157.17,N
08/18/2024,07:00,14265.37,1766.35,6767.56,1631.04,14539.72,4028.11,8219.20,1327.90,52545.26,N
08/18/2024,08:00,14314.93,1773.44,6669.10,1593.29,14700.80,3989.35,8259.38,1304.23,52604.52,N
08/18/2024,09:00,15468.36,1916.45,7647.84,1743.42,15812.67,4239.82,8722.91,1410.32,56961.78,N
08/18/2024,10:00,16598.80,2107.16,7775.96,1838.44,17503.11,4518.90,9396.88,1533.17,61272.42,N
08/18/2024,11:00,17663.47,2274.09,7634.34,1979.63,19556.92,4808.06,10250.57,1641.53,65808.62,N
08/18/2024,12:00,18845.26,2467.18,7579.06,2141.34,21326.37,5296.55,11154.63,1744.59,70554.97,N
08/18/2024,13:00,19905.87,2666.22,7453.41,2298.48,23187.57,5665.42,12031.29,1872.66,75080.93,N
08/18/2024,14:00,20792.85,2844.69,7472.31,2413.75,24902.01,5879.20,12799.12,2001.32,79105.26,N
08/18/2024,15:00,21388.42,2964.20,7489.01,2384.85,26067.45,5956.81,13284.06,2057.65,81592.44,N
08/18/2024,16:00,21849.08,3032.12,6943.74,2394.21,26725.74,6032.15,13712.72,2130.16,82819.93,N
08/18/2024,17:00,21993.65,3023.18,6792.33,2412.95,27050.72,5904.19,13864.55,2164.81,83206.38,N
08/18/2024,18:00,21742.98,3024.33,6773.78,2339.77,27195.78,5959.46,14054.27,2171.31,83261.68,N
08/18/2024,19:00,21319.80,3033.57,6786.53,2340.83,27031.60,5943.54,14078.15,2146.15,82680.17,N
08/18/2024,20:00,20779.14,2947.41,6863.83,2225.11,26110.53,5804.48,13953.63,2091.03,80775.15,N
08/18/2024,21:00,20266.73,2823.30,6843.76,2115.38,24860.63,5652.55,13338.37,2004.59,77905.29,N
08/18/2024,22:00,19698.30,2686.68,6867.85,2124.56,23723.15,5500.67,12792.05,1890.22,75283.49,N
08/18/2024,23:00,18657.69,2497.00,7071.05,2075.35,22078.20,5169.99,11862.23,1715.66,71127.18,N
08/18/2024,24:00,17659.34,2328.17,7129.03,2018.05,20257.61,4861.08,11016.16,1615.62,66885.05,N
