OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/24/2024,01:00,14485.80,1663.85,6721.52,1323.93,12724.30,4293.61,8689.08,1312.14,51214.23,N
09/24/2024,02:00,13889.60,1576.72,6666.18,1283.79,12109.49,4060.65,8298.26,1260.03,49144.72,N
09/24/2024,03:00,13661.86,1522.82,6584.86,1253.12,11638.43,3842.53,7884.37,1233.11,47621.10,N
09/24/2024,04:00,13344.28,1482.86,6713.11,1232.38,11232.98,3817.77,7598.40,1214.43,46636.19,N
09/24/2024,05:00,13343.03,1476.76,6708.97,1225.87,11380.77,3783.53,7536.36,1216.30,46671.60,N
09/24/2024,06:00,13786.39,1545.69,6694.51,1260.51,11892.09,3764.71,7704.44,1202.54,47850.88,N
09/24/2024,07:00,14248.61,1665.89,6627.29,1325.24,12807.82,3999.94,8130.64,1273.09,50078.51,N
09/24/2024,08:00,14306.65,1682.98,6659.38,1365.38,13213.49,4048.43,8273.29,1317.96,50867.57,N
09/24/2024,09:00,14892.57,1693.77,6979.46,1446.27,13760.27,4227.34,8488.88,1300.40,52788.96,N
09/24/2024,10:00,16147.62,1742.33,7590.83,1579.48,14222.36,4563.95,8951.21,1308.52,56106.31,N
09/24/2024,11:00,16840.26,1900.06,7509.03,1606.53,14780.73,4936.49,9590.62,1338.48,58502.21,N
09/24/2024,12:00,17556.61,2049.96,7367.79,1683.34,15926.54,5232.52,10327.92,1385.07,61529.74,N
09/24/2024,13:00,18469.15,2172.83,7335.53,1751.33,17088.25,5360.22,10896.35,1495.75,64569.41,N
09/24/2024,14:00,19278.54,2290.75,7274.61,1865.45,18434.61,5457.47,11585.13,1511.99,67698.54,N
09/24/2024,15:00,19858.74,2394.53,7343.98,1990.95,19643.11,5454.33,12145.41,1614.07,70445.12,N
09/24/2024,16:00,19974.95,2447.23,7338.27,2109.04,20605.56,5644.97,12669.61,1734.54,72524.18,N
09/24/2024,17:00,20055.69,2466.08,7321.21,2155.50,21037.93,5727.01,12989.98,1780.08,73533.48,N
09/24/2024,18:00,19730.67,2412.46,7286.60,2103.25,21181.65,5668.13,13124.89,1800.91,73308.55,N
09/24/2024,19:00,18918.52,2356.52,7014.76,1933.69,20317.14,5482.22,12820.17,1745.75,70588.76,N
09/24/2024,20:00,18219.03,2281.56,6611.56,1647.90,19055.36,5240.54,12336.20,1753.36,67145.51,N
09/24/2024,21:00,17743.13,2213.92,6535.34,1588.78,18484.51,5338.21,11841.77,1696.46,65442.12,N
09/24/2024,22:00,17086.71,2098.35,6413.73,1500.03,17535.01,5109.19,11175.42,1626.71,62545.16,N
09/24/2024,23:00,16217.17,1947.80,6381.50,1434.93,16381.51,4785.03,10384.65,1533.34,59065.92,N
09/24/2024,24:00,15377.89,1803.64,6457.01,1450.23,15138.34,4508.31,9626.96,1453.05,55815.43,N
