OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/22/2024,01:00,14708.64,1777.11,6903.05,1720.68,15946.34,4261.89,9126.79,1255.71,55700.22,N
09/22/2024,02:00,14083.40,1659.07,6976.02,1692.00,15153.78,4137.02,8652.54,1219.28,53573.11,N
09/22/2024,03:00,13567.04,1584.91,6808.70,1651.27,14413.34,3945.85,8206.51,1168.49,51346.10,N
09/22/2024,04:00,13193.52,1525.64,6779.94,1614.01,13888.45,3843.54,7822.95,1143.93,49811.99,N
09/22/2024,05:00,12946.21,1491.17,6758.16,1600.55,13577.35,3746.43,7545.62,1117.25,48782.74,N
09/22/2024,06:00,12826.23,1473.81,6707.52,1561.51,13370.45,3658.65,7423.38,1115.81,48137.37,N
09/22/2024,07:00,12760.85,1476.00,6705.59,1580.20,13193.71,3618.32,7416.62,1092.30,47843.60,N
09/22/2024,08:00,12660.38,1475.83,6822.61,1587.74,13247.98,3677.24,7464.88,1086.52,48023.18,N
09/22/2024,09:00,13235.97,1560.80,6947.89,1634.88,14036.50,3886.95,7758.52,1179.59,50241.10,N
09/22/2024,10:00,14611.03,1727.65,7043.89,1706.05,15411.02,4224.03,8430.63,1254.28,54408.59,N
09/22/2024,11:00,15685.64,1918.36,7035.46,1807.18,16777.85,4580.26,9091.94,1338.97,58235.66,N
09/22/2024,12:00,16822.50,2076.35,7220.26,1936.71,18418.92,4943.88,9967.87,1463.23,62849.71,N
09/22/2024,13:00,17876.77,2236.04,7261.03,1936.34,19614.18,5270.27,10650.61,1575.86,66421.10,N
09/22/2024,14:00,18711.23,2390.69,7299.16,2008.46,20742.25,5491.13,11322.28,1663.21,69628.41,N
09/22/2024,15:00,19265.72,2505.78,7242.41,2072.16,21669.28,5660.95,11910.25,1776.11,72102.64,N
09/22/2024,16:00,19625.97,2568.97,7112.89,2090.74,22377.71,5805.76,12327.21,1868.43,73777.69,N
09/22/2024,17:00,19701.17,2574.63,6930.09,2040.08,22800.58,5885.34,12667.68,1865.76,74465.33,N
09/22/2024,18:00,19471.65,2628.52,7022.42,1934.23,22817.04,5839.33,12863.47,1878.56,74455.23,N
09/22/2024,19:00,18866.03,2573.72,6520.77,1928.68,22043.04,5664.34,12722.01,1784.31,72102.91,N
09/22/2024,20:00,18325.29,2441.72,6593.95,1943.28,21067.24,5410.23,12314.85,1656.41,69752.98,N
09/22/2024,21:00,17809.34,2344.57,6787.59,1844.65,20295.47,5297.54,11979.72,1455.34,67814.22,N
09/22/2024,22:00,17058.24,2208.85,6829.63,1735.39,19608.41,5116.88,11396.32,1386.51,65340.22,N
09/22/2024,23:00,16080.87,2046.63,6779.20,1669.92,18292.11,4796.62,10588.67,1377.54,61631.56,N
09/22/2024,24:00,15160.10,1877.96,6591.51,1597.38,16775.52,4389.61,9822.34,1238.53,57452.93,N
