OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/14/2024,01:00,15082.39,1826.72,7056.67,1652.82,15310.69,4556.09,9353.65,1397.88,56236.91,N
09/14/2024,02:00,14580.18,1741.55,6968.04,1549.50,14414.81,4415.05,8867.15,1366.17,53902.45,N
09/14/2024,03:00,13951.20,1638.94,6978.14,1494.02,13645.11,4213.73,8360.84,1302.11,51584.09,N
09/14/2024,04:00,13541.84,1588.39,6955.00,1484.36,13097.76,4190.80,8107.30,1241.49,50206.94,N
09/14/2024,05:00,13503.17,1558.29,6926.24,1469.34,12817.59,3954.45,7801.12,1230.00,49260.20,N
09/14/2024,06:00,13533.35,1540.40,6875.23,1468.22,12734.53,3914.21,7697.98,1168.93,48932.84,N
09/14/2024,07:00,13660.33,1568.41,6877.99,1452.72,12867.82,3885.30,7780.71,1197.44,49290.71,N
09/14/2024,08:00,13780.46,1546.11,6767.42,1460.40,12934.50,3970.86,7825.91,1234.09,49519.75,N
09/14/2024,09:00,14290.97,1602.85,6829.09,1499.23,13808.81,4138.08,8270.76,1323.13,51762.94,N
09/14/2024,10:00,15411.52,1726.63,6916.98,1602.39,14930.90,4409.70,8816.04,1371.56,55185.71,N
09/14/2024,11:00,16573.05,1889.93,6962.45,1668.55,16020.41,4786.17,9490.52,1473.12,58864.20,N
09/14/2024,12:00,17577.76,2067.07,6931.95,1732.59,17341.78,5100.82,10129.66,1563.68,62445.32,N
09/14/2024,13:00,18696.74,2258.84,7135.92,1890.69,18694.05,5409.26,10759.38,1597.15,66442.04,N
09/14/2024,14:00,19547.79,2457.21,7143.35,1976.99,19848.26,5664.69,11444.11,1630.79,69713.20,N
09/14/2024,15:00,20141.59,2577.15,6791.98,1958.51,20865.47,5759.21,12128.88,1815.78,72038.57,N
09/14/2024,16:00,20319.25,2666.70,6357.84,1937.85,21592.09,5941.72,12310.58,1839.63,72965.66,N
09/14/2024,17:00,20208.92,2691.28,6173.16,1955.41,22158.49,5884.18,12352.48,1813.64,73237.56,N
09/14/2024,18:00,19849.44,2728.27,6245.97,1966.00,21956.77,5880.52,12463.00,1721.93,72811.89,N
09/14/2024,19:00,19329.15,2665.03,6395.70,1948.64,21473.19,5748.14,12693.14,1717.56,71970.56,N
09/14/2024,20:00,18765.55,2528.02,6399.22,1868.89,20687.63,5610.48,12220.28,1731.99,69812.06,N
09/14/2024,21:00,18194.62,2438.36,6681.93,1863.90,19957.88,5525.82,11747.86,1693.32,68103.69,N
09/14/2024,22:00,17436.11,2287.26,6997.04,1942.57,19115.90,5241.17,11176.65,1627.88,65824.59,N
09/14/2024,23:00,16583.92,2191.61,6982.31,1797.24,18029.43,4909.44,10574.70,1549.17,62617.81,N
09/14/2024,24:00,15742.02,2039.57,7028.46,1673.54,16852.93,4668.09,9970.32,1444.59,59419.51,N
